round,dataset,client_id,bbox_pred_class_global,bbox_pred_class_local,silhouette_global_LORE,silhouette_local_LORE,tree_fidelity_lore_global,tree_fidelity_lore_local,acc_localTree_localTest,acc_localTree_globalTest,acc_nn_local_localTest,acc_nn_global_localTest,acc_nn_local_globalTest,acc_nn_global_globalTest,has_factual_local,has_factual_global,model_disagreement,ratio_opposite_neighborhood_local,ratio_opposite_neighborhood_global,cov_ruleLocal_on_localZ_LORE,cov_ruleLocal_on_globalZ_LORE,cov_ruleGlobal_on_localZ_LORE,cov_ruleGlobal_on_globalZ_LORE,jaccard_cov_globalZ_LORE,covInter_globalZ_LORE,covUnion_globalZ_LORE,jaccard_cov_localZ_LORE,covInter_localZ_LORE,covUnion_localZ_LORE,jaccard_lore_struct,sim_aditiva_lore,delta_lime_testlocal,delta_lime_testglobal,delta_shap_testlocal,delta_shap_testglobal,jaccard_anchor_struct_testlocal,jaccard_anchor_struct_testglobal,sim_aditiva_anchor_testlocal,sim_aditiva_anchor_testglobal,anchor_prec_testlocal_local,anchor_prec_testlocal_global,anchor_prec_testglobal_local,anchor_prec_testglobal_global,anchor_cov_testlocal_local,anchor_cov_testlocal_global,anchor_cov_testglobal_local,anchor_cov_testglobal_global,pred_agreement_localTest,pred_agreement_globalTest
3,pablopalacios23/adult_1500_instances,3,<=50K,<=50K,-0.07654954708242254,-1.0,0.9583333333333334,1.0,0.6428571428571429,0.52,0.8571428571428571,0.6428571428571429,0.5,0.7666666666666667,0,1,0,0.0,0.5833333333333334,nan,nan,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,0.02007002784413076,0.019693307290444564,0.023396509383367552,0.032022759851934264,nan,nan,nan,nan,nan,0.9206963249516441,nan,0.9289195775792038,nan,0.8571428571428571,nan,0.36666666666666664,0.6428571428571429,0.34
3,pablopalacios23/adult_1500_instances,3,>50K,<=50K,0.7940430025923477,-1.0,0.9583333333333334,1.0,0.6428571428571429,0.52,0.8571428571428571,0.6428571428571429,0.5,0.7666666666666667,0,1,1,0.0,0.5666666666666667,nan,nan,0.9181818181818182,0.4666666666666667,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9898373983739838,nan,0.954058508446642,nan,0.35714285714285715,nan,0.6333333333333333,0.6428571428571429,0.34
3,pablopalacios23/adult_1500_instances,3,>50K,<=50K,0.8776818336267072,-1.0,0.9916666666666667,1.0,0.6428571428571429,0.52,0.8571428571428571,0.6428571428571429,0.5,0.7666666666666667,0,1,1,0.0,0.5333333333333333,nan,nan,0.9545454545454546,0.475,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,0.8890322580645161,nan,0.21428571428571427,nan,0.5,0.6428571428571429,0.34
3,pablopalacios23/adult_1500_instances,3,<=50K,<=50K,0.692785132286083,-1.0,0.9333333333333333,1.0,0.6428571428571429,0.52,0.8571428571428571,0.6428571428571429,0.5,0.7666666666666667,0,1,0,0.0,0.55,nan,nan,0.7545454545454545,0.65,nan,nan,nan,nan,nan,nan,nan,nan,0.020830444036933786,0.01955880197263125,0.02246839592110646,0.019505702970281973,nan,nan,nan,nan,nan,1.0,nan,0.8558139534883721,nan,0.42857142857142855,nan,0.79,0.6428571428571429,0.34
3,pablopalacios23/adult_1500_instances,3,<=50K,<=50K,0.8036811205405174,-1.0,0.975,1.0,0.6428571428571429,0.52,0.8571428571428571,0.6428571428571429,0.5,0.7666666666666667,0,1,0,0.0,0.45,nan,nan,0.8727272727272727,0.4666666666666667,nan,nan,nan,nan,nan,nan,nan,nan,0.019860943373532034,0.018547114609590805,0.018941207012922224,0.02765665886526595,nan,nan,nan,nan,nan,0.936342968496265,nan,0.9799554565701559,nan,0.7142857142857143,nan,0.36666666666666664,0.6428571428571429,0.34
3,pablopalacios23/adult_1500_instances,3,<=50K,<=50K,0.408335129912053,-1.0,0.9583333333333334,1.0,0.6428571428571429,0.52,0.8571428571428571,0.6428571428571429,0.5,0.7666666666666667,0,1,0,0.0,0.5166666666666667,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.01876465624980983,0.017964337302514476,0.028527194471669935,0.029849460861361247,nan,nan,nan,nan,nan,0.8966309341500766,nan,0.9738095238095238,nan,0.6428571428571429,nan,0.36666666666666664,0.6428571428571429,0.34
3,pablopalacios23/adult_1500_instances,3,>50K,<=50K,0.756701474897124,-1.0,0.975,1.0,0.6428571428571429,0.52,0.8571428571428571,0.6428571428571429,0.5,0.7666666666666667,0,1,1,0.0,0.5166666666666667,nan,nan,0.9727272727272728,0.6083333333333333,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.8624566043974211,nan,0.8963911525029103,nan,0.5714285714285714,nan,0.6333333333333333,0.6428571428571429,0.34
3,pablopalacios23/adult_1500_instances,3,>50K,<=50K,0.7076258862813088,-1.0,0.95,1.0,0.6428571428571429,0.52,0.8571428571428571,0.6428571428571429,0.5,0.7666666666666667,0,1,1,0.0,0.5833333333333334,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,0.8853146853146853,nan,0.35714285714285715,nan,0.6333333333333333,0.6428571428571429,0.34
3,pablopalacios23/adult_1500_instances,3,<=50K,<=50K,0.7763434478809229,-1.0,0.9916666666666667,1.0,0.6428571428571429,0.52,0.8571428571428571,0.6428571428571429,0.5,0.7666666666666667,0,1,0,0.0,0.475,nan,nan,0.9545454545454546,0.49166666666666664,nan,nan,nan,nan,nan,nan,nan,nan,0.019211730547797026,0.01876788849960925,0.027761887705737436,0.029913930163500118,nan,nan,nan,nan,nan,0.92880978865406,nan,0.868195564516129,nan,0.7142857142857143,nan,0.5,0.6428571428571429,0.34
3,pablopalacios23/adult_1500_instances,3,<=50K,<=50K,0.7554850248329038,-1.0,0.9416666666666667,1.0,0.6428571428571429,0.52,0.8571428571428571,0.6428571428571429,0.5,0.7666666666666667,0,1,0,0.0,0.48333333333333334,nan,nan,0.9,0.4666666666666667,nan,nan,nan,nan,nan,nan,nan,nan,0.01963460921718492,0.01953687800782821,0.026093696800746344,0.030684770732125378,nan,nan,nan,nan,nan,1.0,nan,0.9912663755458515,nan,0.5714285714285714,nan,0.26,0.6428571428571429,0.34
3,pablopalacios23/adult_1500_instances,3,>50K,<=50K,-0.15041474809711378,-1.0,0.9916666666666667,1.0,0.6428571428571429,0.52,0.8571428571428571,0.6428571428571429,0.5,0.7666666666666667,0,1,1,0.0,0.525,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,0.9532637075718016,nan,0.35714285714285715,nan,0.6333333333333333,0.6428571428571429,0.34
3,pablopalacios23/adult_1500_instances,3,<=50K,<=50K,0.6909175810690791,-1.0,0.9583333333333334,1.0,0.6428571428571429,0.52,0.8571428571428571,0.6428571428571429,0.5,0.7666666666666667,0,1,0,0.0,0.4083333333333333,nan,nan,0.9727272727272728,0.49166666666666664,nan,nan,nan,nan,nan,nan,nan,nan,0.020108949351696274,0.019340491632576607,0.0246328288809,0.024817815047381876,nan,nan,nan,nan,nan,1.0,nan,0.9881129271916791,nan,0.5714285714285714,nan,0.36666666666666664,0.6428571428571429,0.34
3,pablopalacios23/adult_1500_instances,3,<=50K,<=50K,0.7558185453017033,-1.0,0.9416666666666667,1.0,0.6428571428571429,0.52,0.8571428571428571,0.6428571428571429,0.5,0.7666666666666667,0,1,0,0.0,0.5,nan,nan,0.9363636363636364,0.475,nan,nan,nan,nan,nan,nan,nan,nan,0.01945623846543209,0.01884278213714143,0.024698591023254928,0.024920001327358256,nan,nan,nan,nan,nan,1.0,nan,0.9664429530201343,nan,0.5714285714285714,nan,0.26,0.6428571428571429,0.34
3,pablopalacios23/adult_1500_instances,3,<=50K,<=50K,0.7297733458018423,-1.0,0.9583333333333334,1.0,0.6428571428571429,0.52,0.8571428571428571,0.6428571428571429,0.5,0.7666666666666667,0,1,0,0.0,0.5,nan,nan,0.9454545454545454,0.4666666666666667,nan,nan,nan,nan,nan,nan,nan,nan,0.020394639486647718,0.018974531515484287,0.02665735253425498,0.023411436384579324,nan,nan,nan,nan,nan,0.9103825136612022,nan,0.9857881136950905,nan,1.0,nan,0.36666666666666664,0.6428571428571429,0.34
