round,dataset,client_id,bbox_pred_class_global,bbox_pred_class_local,silhouette_global_LORE,silhouette_local_LORE,tree_fidelity_lore_global,tree_fidelity_lore_local,acc_localTree_localTest,acc_localTree_globalTest,acc_nn_local_localTest,acc_nn_global_localTest,acc_nn_local_globalTest,acc_nn_global_globalTest,has_factual_local,has_factual_global,model_disagreement,ratio_opposite_neighborhood_local,ratio_opposite_neighborhood_global,cov_ruleLocal_on_localZ_LORE,cov_ruleLocal_on_globalZ_LORE,cov_ruleGlobal_on_localZ_LORE,cov_ruleGlobal_on_globalZ_LORE,jaccard_cov_globalZ_LORE,covInter_globalZ_LORE,covUnion_globalZ_LORE,jaccard_cov_localZ_LORE,covInter_localZ_LORE,covUnion_localZ_LORE,jaccard_lore_struct,sim_aditiva_lore,delta_lime_testlocal,delta_lime_testglobal,delta_shap_testlocal,delta_shap_testglobal,jaccard_anchor_struct_testlocal,jaccard_anchor_struct_testglobal,sim_aditiva_anchor_testlocal,sim_aditiva_anchor_testglobal,anchor_prec_testlocal_local,anchor_prec_testlocal_global,anchor_prec_testglobal_local,anchor_prec_testglobal_global,anchor_cov_testlocal_local,anchor_cov_testlocal_global,anchor_cov_testglobal_local,anchor_cov_testglobal_global,pred_agreement_localTest,pred_agreement_globalTest
3,pablopalacios23/adult_1500_instances,5,>50K,<=50K,-0.02308269075018444,-1.0,0.9416666666666667,1.0,0.9310344827586207,0.55,0.9310344827586207,0.6206896551724138,0.5,0.7666666666666667,0,1,1,0.0,0.575,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9085775746168325,nan,0.9551961823966065,nan,0.896551724137931,nan,0.6333333333333333,0.6206896551724138,0.35333333333333333
3,pablopalacios23/adult_1500_instances,5,>50K,<=50K,0.5184152524424722,-1.0,0.9666666666666667,1.0,0.9310344827586207,0.55,0.9310344827586207,0.6206896551724138,0.5,0.7666666666666667,0,1,1,0.0,0.5,nan,nan,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.8556809236420887,nan,1.0,nan,0.3448275862068966,nan,0.5,0.6206896551724138,0.35333333333333333
3,pablopalacios23/adult_1500_instances,5,<=50K,<=50K,0.6794768998337367,-1.0,0.9583333333333334,1.0,0.9310344827586207,0.55,0.9310344827586207,0.6206896551724138,0.5,0.7666666666666667,0,1,0,0.0,0.55,nan,nan,0.8818181818181818,0.5083333333333333,nan,nan,nan,nan,nan,nan,nan,nan,0.016571014860500315,0.01816260667921504,0.014372086837800044,0.01936639056569548,nan,nan,nan,nan,nan,1.0,nan,0.9131341209173037,nan,0.3103448275862069,nan,0.36666666666666664,0.6206896551724138,0.35333333333333333
3,pablopalacios23/adult_1500_instances,5,<=50K,<=50K,0.49521244480403337,-1.0,0.95,1.0,0.9310344827586207,0.55,0.9310344827586207,0.6206896551724138,0.5,0.7666666666666667,0,1,0,0.0,0.5083333333333333,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.017227508695804857,0.016822790768473463,0.026471224766314836,0.017771385964920346,nan,nan,nan,nan,nan,1.0,nan,0.9041218637992832,nan,0.7586206896551724,nan,0.36666666666666664,0.6206896551724138,0.35333333333333333
3,pablopalacios23/adult_1500_instances,5,>50K,<=50K,0.7167084222182281,-1.0,0.9666666666666667,1.0,0.9310344827586207,0.55,0.9310344827586207,0.6206896551724138,0.5,0.7666666666666667,0,1,1,0.0,0.43333333333333335,nan,nan,0.9545454545454546,0.5333333333333333,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9077478660538411,nan,1.0,nan,0.896551724137931,nan,0.5,0.6206896551724138,0.35333333333333333
3,pablopalacios23/adult_1500_instances,5,>50K,<=50K,0.4526416683889372,-1.0,0.95,1.0,0.9310344827586207,0.55,0.9310344827586207,0.6206896551724138,0.5,0.7666666666666667,0,1,1,0.0,0.525,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9738706820194862,nan,0.9624924379915305,nan,0.3448275862068966,nan,0.6333333333333333,0.6206896551724138,0.35333333333333333
3,pablopalacios23/adult_1500_instances,5,<=50K,<=50K,0.8119396310178998,-1.0,0.975,1.0,0.9310344827586207,0.55,0.9310344827586207,0.6206896551724138,0.5,0.7666666666666667,0,1,0,0.0,0.5,nan,nan,0.9272727272727272,0.475,nan,nan,nan,nan,nan,nan,nan,nan,0.01749038650491064,0.018602480768263117,0.024051302905384757,0.024038505007672642,nan,nan,nan,nan,nan,1.0,nan,1.0,nan,0.5172413793103449,nan,0.36666666666666664,0.6206896551724138,0.35333333333333333
3,pablopalacios23/adult_1500_instances,5,<=50K,<=50K,0.7606692970409423,-1.0,0.9666666666666667,1.0,0.9310344827586207,0.55,0.9310344827586207,0.6206896551724138,0.5,0.7666666666666667,0,1,0,0.0,0.4666666666666667,nan,nan,0.9818181818181818,0.5166666666666667,nan,nan,nan,nan,nan,nan,nan,nan,0.017940550333417092,0.01701782582761549,0.016142878164862155,0.022957878110369864,nan,nan,nan,nan,nan,1.0,nan,0.8503368623676613,nan,0.5172413793103449,nan,0.36666666666666664,0.6206896551724138,0.35333333333333333
3,pablopalacios23/adult_1500_instances,5,<=50K,<=50K,0.5143423269834828,-1.0,0.9416666666666667,1.0,0.9310344827586207,0.55,0.9310344827586207,0.6206896551724138,0.5,0.7666666666666667,0,1,0,0.0,0.5,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.016465885400092233,0.01703442339085344,0.0193065984433066,0.030633479262097862,nan,nan,nan,nan,nan,0.9632690541781451,nan,1.0,nan,0.7586206896551724,nan,0.36666666666666664,0.6206896551724138,0.35333333333333333
3,pablopalacios23/adult_1500_instances,5,<=50K,<=50K,0.9213303988335448,-1.0,0.9833333333333333,1.0,0.9310344827586207,0.55,0.9310344827586207,0.6206896551724138,0.5,0.7666666666666667,0,1,0,0.0,0.5666666666666667,nan,nan,0.8363636363636363,0.4,nan,nan,nan,nan,nan,nan,nan,nan,0.01630593718079519,0.01765298775316313,0.026459727491564246,0.026565889835223573,nan,nan,nan,nan,nan,1.0,nan,0.8539995887312358,nan,0.5172413793103449,nan,0.5,0.6206896551724138,0.35333333333333333
