round,dataset,client_id,bbox_pred_class_global,bbox_pred_class_local,silhouette_global,silhouette_local,acc_superTree_localTest,prec_superTree_localTest,rec_superTree_localTest,f1_superTree_localTest,acc_superTree_globalTest,prec_superTree_globalTest,rec_superTree_globalTest,f1_superTree_globalTest,acc_localTree_localTest,prec_localTree_localTest,rec_localTree_localTest,f1_localTree_localTest,acc_localTree_globalTest,prec_localTree_globalTest,rec_localTree_globalTest,f1_localTree_globalTest,jaccard_cov,cov_factual_local,cov_factual_global,cov_interseccion,cov_union
3,pablopalacios23/breastcancer,2,B,B,0.5888720189879028,0.6298435091871671,0.5147058823529411,0.5497404844290658,0.5147058823529411,0.5233584959407491,0.5789473684210527,0.610934664246824,0.5789473684210527,0.5863504916136495,0.4117647058823529,0.5903016944482711,0.4117647058823529,0.3231190150478796,0.4298245614035088,0.5597057159026598,0.4298245614035088,0.38118593975979376,nan,nan,nan,nan,nan
3,pablopalacios23/breastcancer,2,B,B,0.6587859403841834,0.8313095536213635,0.5147058823529411,0.5497404844290658,0.5147058823529411,0.5233584959407491,0.5789473684210527,0.610934664246824,0.5789473684210527,0.5863504916136495,0.4117647058823529,0.5903016944482711,0.4117647058823529,0.3231190150478796,0.4298245614035088,0.5597057159026598,0.4298245614035088,0.38118593975979376,0.3958333333333333,0.775,0.3416666666666667,0.31666666666666665,0.8
3,pablopalacios23/breastcancer,2,B,M,0.6792752325770449,-0.6019959257683852,0.5147058823529411,0.5497404844290658,0.5147058823529411,0.5233584959407491,0.5789473684210527,0.610934664246824,0.5789473684210527,0.5863504916136495,0.4117647058823529,0.5903016944482711,0.4117647058823529,0.3231190150478796,0.4298245614035088,0.5597057159026598,0.4298245614035088,0.38118593975979376,0.625,0.45,0.30833333333333335,0.2916666666666667,0.4666666666666667
3,pablopalacios23/breastcancer,2,B,B,0.22205773200304138,0.6934747771057711,0.5147058823529411,0.5497404844290658,0.5147058823529411,0.5233584959407491,0.5789473684210527,0.610934664246824,0.5789473684210527,0.5863504916136495,0.4117647058823529,0.5903016944482711,0.4117647058823529,0.3231190150478796,0.4298245614035088,0.5597057159026598,0.4298245614035088,0.38118593975979376,0.4166666666666667,0.9,0.375,0.375,0.9
3,pablopalacios23/breastcancer,2,M,M,0.2974811736360284,0.4997884056474068,0.5147058823529411,0.5497404844290658,0.5147058823529411,0.5233584959407491,0.5789473684210527,0.610934664246824,0.5789473684210527,0.5863504916136495,0.4117647058823529,0.5903016944482711,0.4117647058823529,0.3231190150478796,0.4298245614035088,0.5597057159026598,0.4298245614035088,0.38118593975979376,0.452991452991453,0.925,0.49166666666666664,0.44166666666666665,0.975
3,pablopalacios23/breastcancer,2,M,M,0.32437690271030795,-0.7944457121787265,0.5147058823529411,0.5497404844290658,0.5147058823529411,0.5233584959407491,0.5789473684210527,0.610934664246824,0.5789473684210527,0.5863504916136495,0.4117647058823529,0.5903016944482711,0.4117647058823529,0.3231190150478796,0.4298245614035088,0.5597057159026598,0.4298245614035088,0.38118593975979376,0.7,0.375,0.3333333333333333,0.2916666666666667,0.4166666666666667
3,pablopalacios23/breastcancer,2,B,B,0.6537175268619084,0.7004395901801557,0.5147058823529411,0.5497404844290658,0.5147058823529411,0.5233584959407491,0.5789473684210527,0.610934664246824,0.5789473684210527,0.5863504916136495,0.4117647058823529,0.5903016944482711,0.4117647058823529,0.3231190150478796,0.4298245614035088,0.5597057159026598,0.4298245614035088,0.38118593975979376,nan,nan,nan,nan,nan
3,pablopalacios23/breastcancer,2,B,M,0.7416160154278129,-0.04204052104594264,0.5147058823529411,0.5497404844290658,0.5147058823529411,0.5233584959407491,0.5789473684210527,0.610934664246824,0.5789473684210527,0.5863504916136495,0.4117647058823529,0.5903016944482711,0.4117647058823529,0.3231190150478796,0.4298245614035088,0.5597057159026598,0.4298245614035088,0.38118593975979376,0.29591836734693877,0.7416666666666667,0.31666666666666665,0.24166666666666667,0.8166666666666667
3,pablopalacios23/breastcancer,2,M,B,-0.38498991082359796,0.7157911020096004,0.5147058823529411,0.5497404844290658,0.5147058823529411,0.5233584959407491,0.5789473684210527,0.610934664246824,0.5789473684210527,0.5863504916136495,0.4117647058823529,0.5903016944482711,0.4117647058823529,0.3231190150478796,0.4298245614035088,0.5597057159026598,0.4298245614035088,0.38118593975979376,0.4411764705882353,0.775,0.45,0.375,0.85
3,pablopalacios23/breastcancer,2,M,B,0.2945013543264883,0.8627998556380313,0.5147058823529411,0.5497404844290658,0.5147058823529411,0.5233584959407491,0.5789473684210527,0.610934664246824,0.5789473684210527,0.5863504916136495,0.4117647058823529,0.5903016944482711,0.4117647058823529,0.3231190150478796,0.4298245614035088,0.5597057159026598,0.4298245614035088,0.38118593975979376,0.46601941747572817,0.8166666666666667,0.44166666666666665,0.4,0.8583333333333333
