round,dataset,client_id,bbox_pred_class_global,bbox_pred_class_local,silhouette_global,silhouette_local,acc_superTree_localTest,prec_superTree_localTest,rec_superTree_localTest,f1_superTree_localTest,acc_superTree_globalTest,prec_superTree_globalTest,rec_superTree_globalTest,f1_superTree_globalTest,acc_localTree_localTest,prec_localTree_localTest,rec_localTree_localTest,f1_localTree_localTest,acc_localTree_globalTest,prec_localTree_globalTest,rec_localTree_globalTest,f1_localTree_globalTest,jaccard_cov,cov_factual_local,cov_factual_global,cov_interseccion,cov_union
3,pablopalacios23/breastcancer,1,B,B,-1.0,-1.0,1.0,1.0,1.0,1.0,0.631578947368421,0.39889196675900274,0.631578947368421,0.48896434634974534,1.0,1.0,1.0,1.0,0.631578947368421,0.39889196675900274,0.631578947368421,0.48896434634974534,1.0,1.0,1.0,1.0,1.0
3,pablopalacios23/breastcancer,1,B,B,-1.0,-1.0,1.0,1.0,1.0,1.0,0.631578947368421,0.39889196675900274,0.631578947368421,0.48896434634974534,1.0,1.0,1.0,1.0,0.631578947368421,0.39889196675900274,0.631578947368421,0.48896434634974534,1.0,1.0,1.0,1.0,1.0
3,pablopalacios23/breastcancer,1,B,B,-1.0,-1.0,1.0,1.0,1.0,1.0,0.631578947368421,0.39889196675900274,0.631578947368421,0.48896434634974534,1.0,1.0,1.0,1.0,0.631578947368421,0.39889196675900274,0.631578947368421,0.48896434634974534,1.0,1.0,1.0,1.0,1.0
3,pablopalacios23/breastcancer,1,B,B,-1.0,-1.0,1.0,1.0,1.0,1.0,0.631578947368421,0.39889196675900274,0.631578947368421,0.48896434634974534,1.0,1.0,1.0,1.0,0.631578947368421,0.39889196675900274,0.631578947368421,0.48896434634974534,1.0,1.0,1.0,1.0,1.0
3,pablopalacios23/breastcancer,1,B,B,-0.780237624139355,-1.0,1.0,1.0,1.0,1.0,0.631578947368421,0.39889196675900274,0.631578947368421,0.48896434634974534,1.0,1.0,1.0,1.0,0.631578947368421,0.39889196675900274,0.631578947368421,0.48896434634974534,0.5909090909090909,1.0,0.5909090909090909,0.5909090909090909,1.0
3,pablopalacios23/breastcancer,1,B,B,-1.0,-1.0,1.0,1.0,1.0,1.0,0.631578947368421,0.39889196675900274,0.631578947368421,0.48896434634974534,1.0,1.0,1.0,1.0,0.631578947368421,0.39889196675900274,0.631578947368421,0.48896434634974534,1.0,1.0,1.0,1.0,1.0
3,pablopalacios23/breastcancer,1,B,B,-1.0,-1.0,1.0,1.0,1.0,1.0,0.631578947368421,0.39889196675900274,0.631578947368421,0.48896434634974534,1.0,1.0,1.0,1.0,0.631578947368421,0.39889196675900274,0.631578947368421,0.48896434634974534,1.0,1.0,1.0,1.0,1.0
3,pablopalacios23/breastcancer,1,B,B,-1.0,-1.0,1.0,1.0,1.0,1.0,0.631578947368421,0.39889196675900274,0.631578947368421,0.48896434634974534,1.0,1.0,1.0,1.0,0.631578947368421,0.39889196675900274,0.631578947368421,0.48896434634974534,1.0,1.0,1.0,1.0,1.0
3,pablopalacios23/breastcancer,1,B,B,-0.4181497103347651,-1.0,1.0,1.0,1.0,1.0,0.631578947368421,0.39889196675900274,0.631578947368421,0.48896434634974534,1.0,1.0,1.0,1.0,0.631578947368421,0.39889196675900274,0.631578947368421,0.48896434634974534,0.9818181818181818,1.0,0.9818181818181818,0.9818181818181818,1.0
3,pablopalacios23/breastcancer,1,B,B,-1.0,-1.0,1.0,1.0,1.0,1.0,0.631578947368421,0.39889196675900274,0.631578947368421,0.48896434634974534,1.0,1.0,1.0,1.0,0.631578947368421,0.39889196675900274,0.631578947368421,0.48896434634974534,1.0,1.0,1.0,1.0,1.0
3,pablopalacios23/breastcancer,1,B,B,-0.12850998147341477,-1.0,1.0,1.0,1.0,1.0,0.631578947368421,0.39889196675900274,0.631578947368421,0.48896434634974534,1.0,1.0,1.0,1.0,0.631578947368421,0.39889196675900274,0.631578947368421,0.48896434634974534,0.5818181818181818,1.0,0.5818181818181818,0.5818181818181818,1.0
3,pablopalacios23/breastcancer,1,B,B,-1.0,-1.0,1.0,1.0,1.0,1.0,0.631578947368421,0.39889196675900274,0.631578947368421,0.48896434634974534,1.0,1.0,1.0,1.0,0.631578947368421,0.39889196675900274,0.631578947368421,0.48896434634974534,1.0,1.0,1.0,1.0,1.0
3,pablopalacios23/breastcancer,1,B,B,0.5567295888668501,-1.0,1.0,1.0,1.0,1.0,0.631578947368421,0.39889196675900274,0.631578947368421,0.48896434634974534,1.0,1.0,1.0,1.0,0.631578947368421,0.39889196675900274,0.631578947368421,0.48896434634974534,0.990909090909091,1.0,0.990909090909091,0.990909090909091,1.0
3,pablopalacios23/breastcancer,1,B,B,-0.8147174729614592,-1.0,1.0,1.0,1.0,1.0,0.631578947368421,0.39889196675900274,0.631578947368421,0.48896434634974534,1.0,1.0,1.0,1.0,0.631578947368421,0.39889196675900274,0.631578947368421,0.48896434634974534,1.0,1.0,1.0,1.0,1.0
3,pablopalacios23/breastcancer,1,B,B,-0.8163216743827741,-1.0,1.0,1.0,1.0,1.0,0.631578947368421,0.39889196675900274,0.631578947368421,0.48896434634974534,1.0,1.0,1.0,1.0,0.631578947368421,0.39889196675900274,0.631578947368421,0.48896434634974534,0.5909090909090909,1.0,0.5909090909090909,0.5909090909090909,1.0
3,pablopalacios23/breastcancer,1,B,B,-1.0,-1.0,1.0,1.0,1.0,1.0,0.631578947368421,0.39889196675900274,0.631578947368421,0.48896434634974534,1.0,1.0,1.0,1.0,0.631578947368421,0.39889196675900274,0.631578947368421,0.48896434634974534,1.0,1.0,1.0,1.0,1.0
