round,dataset,client_id,bbox_pred_class,silhouette,acc_lore,acc_merged,acc_super,acc_local_local,acc_local_super,acc_localZ_tree_TEST,acc_superZ_tree_TEST,prec_lore,prec_merged,prec_super,prec_local_local,prec_local_super,prec_localZ_tree_TEST,prec_superZ_tree_TEST,rec_lore,rec_merged,rec_super,rec_local_local,rec_local_super,rec_localZ_tree_TEST,rec_superZ_tree_TEST,f1_lore,f1_merged,f1_super,f1_local_local,f1_local_super,f1_localZ_tree_TEST,f1_superZ_tree_TEST,acc_lore_Z,acc_merged_Z,acc_super_Z,acc_local_local_Z,acc_local_super_Z,acc_localZ_Z,acc_superZ_Z,prec_lore_Z,prec_merged_Z,prec_super_Z,prec_local_local_Z,prec_local_super_Z,prec_localZ_Z,prec_superZ_Z,rec_lore_Z,rec_merged_Z,rec_super_Z,rec_local_local_Z,rec_local_super_Z,rec_localZ_Z,rec_superZ_Z,f1_lore_Z,f1_merged_Z,f1_super_Z,f1_local_local_Z,f1_local_super_Z,f1_localZ_Z,f1_superZ_Z,coverage_factual_merged,fidelity_factual_merged,hit_factual_merged,complexity_factual_merged,coverage_factual_lore,fidelity_factual_lore,hit_factual_lore,complexity_factual_lore,coverage_factual_super,fidelity_factual_super,hit_factual_super,complexity_factual_super,coverage_factual_local_local,fidelity_factual_local_local,hit_factual_local_local,complexity_factual_local_local,coverage_factual_local_super,fidelity_factual_local_super,hit_factual_local_super,complexity_factual_local_super,coverage_factual_localZ,fidelity_factual_localZ,hit_factual_localZ,complexity_factual_localZ,coverage_factual_superZ,fidelity_factual_superZ,hit_factual_superZ,complexity_factual_superZ,coverage_factual_merged_Z,fidelity_factual_merged_Z,coverage_factual_lore_Z,fidelity_factual_lore_Z,coverage_factual_super_Z,fidelity_factual_super_Z,coverage_factual_local_local_Z,fidelity_factual_local_local_Z,coverage_factual_local_super_Z,fidelity_factual_local_super_Z,coverage_factual_localZ_Z,fidelity_factual_localZ_Z,coverage_factual_superZ_Z,fidelity_factual_superZ_Z,depth_edges_merged,nodes_merged,leaves_merged,depth_edges_lore,nodes_lore,leaves_lore,depth_edges_super,nodes_super,leaves_super,depth_edges_local_local,nodes_local_local,leaves_local_local,depth_edges_local_super,nodes_local_super,leaves_local_super,depth_edges_localZ,nodes_localZ,leaves_localZ,depth_edges_superZ,nodes_superZ,leaves_superZ,cf_cov_merged_M_TEST,cf_comp_merged_M_TEST,cf_prec_merged_M_TEST,cf_cov_lore_M_TEST,cf_comp_lore_M_TEST,cf_prec_lore_M_TEST,cf_cov_super_M_TEST,cf_comp_super_M_TEST,cf_prec_super_M_TEST,cf_cov_local_local_M_TEST,cf_comp_local_local_M_TEST,cf_prec_local_local_M_TEST,cf_cov_local_super_M_TEST,cf_comp_local_super_M_TEST,cf_prec_local_super_M_TEST,cf_cov_localZ_M_TEST,cf_comp_localZ_M_TEST,cf_prec_localZ_M_TEST,cf_cov_superZ_M_TEST,cf_comp_superZ_M_TEST,cf_prec_superZ_M_TEST,cf_cov_merged_M_Z,cf_prec_merged_M_Z,cf_cov_lore_M_Z,cf_prec_lore_M_Z,cf_cov_super_M_Z,cf_prec_super_M_Z,cf_cov_local_local_M_Z,cf_prec_local_local_M_Z,cf_cov_local_super_M_Z,cf_prec_local_super_M_Z,cf_cov_localZ_M_Z,cf_prec_localZ_M_Z,cf_cov_superZ_M_Z,cf_prec_superZ_M_Z
3,pablopalacios23/breastcancer,2,B,0.20356280368404026,0.9655172413793104,1.0,0.9655172413793104,0.9655172413793104,0.8275862068965517,0.2413793103448276,0.7931034482758621,0.9770114942528735,1.0,0.9770114942528735,0.9667487684729064,0.9507389162561577,0.8011643528884907,0.9482758620689655,0.9655172413793104,1.0,0.9655172413793104,0.9655172413793104,0.8275862068965517,0.2413793103448276,0.7931034482758621,0.968640208197788,1.0,0.968640208197788,0.9600835945663531,0.8666823051059505,0.33434753211629475,0.8422413793103448,0.9583333333333334,0.6041666666666666,0.6041666666666666,0.625,0.625,0.6145833333333334,0.6041666666666666,0.9592013888888888,0.7750946969696969,0.7750946969696969,0.7819767441860465,0.7819767441860465,0.7358511586452763,0.7750946969696969,0.9583333333333334,0.6041666666666666,0.6041666666666666,0.625,0.625,0.6145833333333334,0.6041666666666666,0.9583514256766535,0.5193907675791735,0.5193907675791735,0.5540966386554622,0.5540966386554622,0.5462150747238467,0.5193907675791735,0.896551724137931,0.9615384615384616,1,1,0.896551724137931,0.9615384615384616,1,1,0.41379310344827586,0.9166666666666666,1,3,0.896551724137931,0.9615384615384616,1,1,0.896551724137931,0.9615384615384616,1,3,0.9655172413793104,0.9285714285714286,1,2,0.7241379310344828,0.9523809523809523,1,1,0.4895833333333333,0.9787234042553191,0.4895833333333333,0.9787234042553191,0.8333333333333334,0.5375,0.4895833333333333,0.9787234042553191,0.4895833333333333,0.9787234042553191,0.96875,0.5268817204301075,0.9166666666666666,0.5681818181818182,12,217,109,2,5,3,10,213,107,4,9,5,5,27,14,2,5,3,1,3,2,0.0,6,0.0,0.10344827586206896,2,0.6666666666666666,0.0,4,0.0,0.0,3,0.0,0.0,3,0.0,0.0,1,0.0,0.27586206896551724,1,0.25,0.0,0.0,0.5,0.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,1.0
3,pablopalacios23/breastcancer,2,B,0.9507124358179956,1.0,1.0,0.9655172413793104,1.0,1.0,1.0,1.0,1.0,1.0,0.9770114942528735,1.0,1.0,1.0,1.0,1.0,1.0,0.9655172413793104,1.0,1.0,1.0,1.0,1.0,1.0,0.968640208197788,1.0,1.0,1.0,1.0,1.0,0.9895833333333334,0.9895833333333334,0.9895833333333334,0.9895833333333334,0.9895833333333334,0.9895833333333334,1.0,0.9897017045454546,0.9897017045454546,0.9897017045454546,0.9897017045454546,0.9897017045454546,0.9897017045454546,1.0,0.9895833333333334,0.9895833333333334,0.9895833333333334,0.9895833333333334,0.9895833333333334,0.9895833333333334,1.0,0.9893067226890757,0.9893067226890757,0.9893067226890757,0.9893067226890757,0.9893067226890757,0.9893067226890757,0.9310344827586207,0.9629629629629629,1,1,0.9310344827586207,0.9629629629629629,1,1,0.41379310344827586,0.9166666666666666,1,3,0.9310344827586207,0.9629629629629629,1,1,0.9310344827586207,0.9629629629629629,1,1,0.9655172413793104,0.9285714285714286,1,1,0.9655172413793104,0.9285714285714286,1,1,0.90625,1.0,0.90625,1.0,0.84375,1.0,0.90625,1.0,0.90625,1.0,0.9166666666666666,0.9886363636363636,0.9166666666666666,0.9886363636363636,11,215,108,1,3,2,10,213,107,2,5,3,2,5,3,1,3,2,1,3,2,0.0,4,0.0,0.06896551724137931,1,1.0,0.0,4,0.0,0.06896551724137931,1,1.0,0.06896551724137931,1,1.0,0.034482758620689655,1,1.0,0.034482758620689655,1,1.0,0.09375,1.0,0.09375,1.0,0.08333333333333333,1.0,0.09375,1.0,0.09375,1.0,0.08333333333333333,1.0,0.08333333333333333,1.0
3,pablopalacios23/breastcancer,2,B,0.9249547277654577,0.896551724137931,0.896551724137931,0.9655172413793104,0.896551724137931,0.896551724137931,0.9310344827586207,0.8620689655172413,0.8645320197044335,0.8645320197044335,0.9770114942528735,0.8645320197044335,0.8645320197044335,0.8668252080856124,0.8620689655172413,0.896551724137931,0.896551724137931,0.9655172413793104,0.896551724137931,0.896551724137931,0.9310344827586207,0.8620689655172413,0.8802507836990595,0.8802507836990595,0.968640208197788,0.8802507836990595,0.8802507836990595,0.897783251231527,0.8620689655172413,1.0,0.4791666666666667,0.4791666666666667,1.0,0.4791666666666667,0.46875,0.4791666666666667,1.0,0.7532894736842105,0.7532894736842105,1.0,0.7532894736842105,0.2197265625,0.7532894736842105,1.0,0.4791666666666667,0.4791666666666667,1.0,0.4791666666666667,0.46875,0.4791666666666667,1.0,0.32177197802197804,0.32177197802197804,1.0,0.32177197802197804,0.2992021276595745,0.32177197802197804,0.06896551724137931,0.5,1,1,0.06896551724137931,0.5,1,1,0.41379310344827586,0.9166666666666666,1,3,0.06896551724137931,0.5,1,1,0.06896551724137931,0.5,1,1,0.0,0.0,1,0,0.9310344827586207,0.8888888888888888,1,1,0.4479166666666667,1.0,0.4479166666666667,1.0,0.8958333333333334,0.5116279069767442,0.4479166666666667,1.0,0.4479166666666667,1.0,0.0,0.0,0.9895833333333334,0.47368421052631576,13,219,110,3,7,4,10,213,107,3,7,4,4,9,5,0,1,1,1,3,2,0.0,6,0.0,0.034482758620689655,3,0.0,0.0,4,0.0,0.034482758620689655,3,0.0,0.034482758620689655,4,0.0,0.06896551724137931,1,0.0,0.0,0.0,0.53125,1.0,0.0,0.0,0.53125,1.0,0.010416666666666666,1.0,0.010416666666666666,1.0
3,pablopalacios23/breastcancer,2,B,0.9348008925375003,0.8620689655172413,1.0,0.9655172413793104,0.8620689655172413,0.8620689655172413,0.9310344827586207,0.9310344827586207,0.9540229885057472,1.0,0.9770114942528735,0.9540229885057472,0.9540229885057472,0.8668252080856124,0.8668252080856124,0.8620689655172413,1.0,0.9655172413793104,0.8620689655172413,0.8620689655172413,0.9310344827586207,0.9310344827586207,0.8910344827586207,1.0,0.968640208197788,0.8910344827586207,0.8910344827586207,0.897783251231527,0.897783251231527,1.0,0.9166666666666666,0.9166666666666666,1.0,1.0,0.9166666666666666,0.9166666666666666,1.0,0.8402777777777777,0.8402777777777777,1.0,1.0,0.8402777777777777,0.8402777777777777,1.0,0.9166666666666666,0.9166666666666666,1.0,1.0,0.9166666666666666,0.9166666666666666,1.0,0.8768115942028986,0.8768115942028986,1.0,1.0,0.8768115942028986,0.8768115942028986,0.7586206896551724,0.9545454545454546,1,1,0.7586206896551724,0.9545454545454546,1,1,0.06896551724137931,1.0,1,5,0.7586206896551724,0.9545454545454546,1,1,0.7586206896551724,0.9545454545454546,1,1,0.0,0.0,1,0,0.0,0.0,1,0,0.9166666666666666,1.0,0.9166666666666666,1.0,0.96875,0.9139784946236559,0.9166666666666666,1.0,0.9166666666666666,1.0,0.0,0.0,0.0,0.0,11,215,108,1,3,2,10,213,107,1,3,2,1,3,2,0,1,1,0,1,1,0.0,4,0.0,0.2413793103448276,1,0.2857142857142857,0.0,4,0.0,0.2413793103448276,1,0.2857142857142857,0.2413793103448276,1,0.2857142857142857,0.0,0.0,0.08333333333333333,1.0,0.0,0.0,0.08333333333333333,1.0,0.08333333333333333,1.0
3,pablopalacios23/breastcancer,2,B,0.6411044040798092,0.9655172413793104,0.9655172413793104,0.9655172413793104,0.9655172413793104,1.0,1.0,1.0,0.9667487684729064,0.9667487684729064,0.9770114942528735,0.9667487684729064,1.0,1.0,1.0,0.9655172413793104,0.9655172413793104,0.9655172413793104,0.9655172413793104,1.0,1.0,1.0,0.9600835945663531,0.9600835945663531,0.968640208197788,0.9600835945663531,1.0,1.0,1.0,1.0,0.5729166666666666,0.5729166666666666,0.5729166666666666,0.5729166666666666,0.5729166666666666,0.5729166666666666,1.0,0.7718986742424242,0.7718986742424242,0.7718986742424242,0.7718986742424242,0.7718986742424242,0.7718986742424242,1.0,0.5729166666666666,0.5729166666666666,0.5729166666666666,0.5729166666666666,0.5729166666666666,0.5729166666666666,1.0,0.4841699155295647,0.4841699155295647,0.4841699155295647,0.4841699155295647,0.4841699155295647,0.4841699155295647,0.9655172413793104,0.9285714285714286,1,1,0.9655172413793104,0.9285714285714286,1,1,0.27586206896551724,1.0,1,7,0.9655172413793104,0.9285714285714286,1,1,0.9310344827586207,0.9629629629629629,1,1,0.9310344827586207,0.9629629629629629,1,1,0.9310344827586207,0.9629629629629629,1,1,0.46875,1.0,0.46875,1.0,0.90625,0.5287356321839081,0.46875,1.0,0.9166666666666666,0.5340909090909091,0.9166666666666666,0.5340909090909091,0.9166666666666666,0.5340909090909091,12,217,109,2,5,3,10,213,107,3,7,4,1,3,2,1,3,2,1,3,2,0.0,6,0.0,0.034482758620689655,2,1.0,0.0,4,0.0,0.034482758620689655,3,1.0,0.06896551724137931,1,1.0,0.06896551724137931,1,1.0,0.06896551724137931,1,1.0,0.08333333333333333,1.0,0.5104166666666666,1.0,0.08333333333333333,1.0,0.08333333333333333,1.0,0.08333333333333333,1.0,0.08333333333333333,1.0,0.08333333333333333,1.0
3,pablopalacios23/breastcancer,2,B,0.9160192032253136,0.9310344827586207,0.9310344827586207,0.9655172413793104,0.9310344827586207,0.9310344827586207,1.0,0.7931034482758621,0.8668252080856124,0.8668252080856124,0.9770114942528735,0.8668252080856124,0.8668252080856124,1.0,0.856551724137931,0.9310344827586207,0.9310344827586207,0.9655172413793104,0.9310344827586207,0.9310344827586207,1.0,0.7931034482758621,0.897783251231527,0.897783251231527,0.968640208197788,0.897783251231527,0.897783251231527,1.0,0.8236074270557029,0.96875,0.7395833333333334,0.7395833333333334,0.65625,0.7395833333333334,0.6354166666666666,0.7395833333333334,0.9691947343453511,0.8135653409090908,0.8135653409090908,0.4306640625,0.8135653409090908,0.42586436170212766,0.8135653409090908,0.96875,0.7395833333333334,0.7395833333333334,0.65625,0.7395833333333334,0.6354166666666666,0.7395833333333334,0.9688582089552238,0.6817456792117591,0.6817456792117591,0.5200471698113208,0.6817456792117591,0.5099522292993631,0.6817456792117591,1.0,0.896551724137931,1,1,1.0,0.896551724137931,1,1,0.41379310344827586,0.9166666666666666,1,3,1.0,0.896551724137931,1,1,0.9310344827586207,0.9629629629629629,1,2,0.9310344827586207,0.9629629629629629,1,1,0.0,0.0,0,0,0.6354166666666666,0.9836065573770492,0.6354166666666666,0.9836065573770492,0.6041666666666666,1.0,0.6354166666666666,0.9836065573770492,0.625,0.9833333333333333,0.9791666666666666,0.648936170212766,0.0,0.0,11,215,108,1,3,2,10,213,107,2,5,3,3,11,6,1,3,2,1,3,2,0.0,5,0.0,0.0,1,0.0,0.0,4,0.0,0.0,2,0.0,0.0,2,0.0,0.06896551724137931,1,1.0,0.2413793103448276,1,0.14285714285714285,0.0,0.0,0.3645833333333333,0.9142857142857143,0.0,0.0,0.010416666666666666,0.0,0.010416666666666666,0.0,0.020833333333333332,0.0,0.8958333333333334,0.3023255813953488
3,pablopalacios23/breastcancer,2,B,0.5275283161140235,1.0,1.0,0.9655172413793104,0.9310344827586207,0.9310344827586207,0.896551724137931,0.9310344827586207,1.0,1.0,0.9770114942528735,0.8668252080856124,0.8668252080856124,0.8645320197044335,0.8668252080856124,1.0,1.0,0.9655172413793104,0.9310344827586207,0.9310344827586207,0.896551724137931,0.9310344827586207,1.0,1.0,0.968640208197788,0.897783251231527,0.897783251231527,0.8802507836990595,0.897783251231527,0.9791666666666666,0.5208333333333334,0.5208333333333334,0.53125,0.53125,0.53125,0.5208333333333334,0.9800347222222223,0.2712673611111111,0.2712673611111111,0.7532894736842105,0.7532894736842105,0.7532894736842105,0.2712673611111111,0.9791666666666666,0.5208333333333334,0.5208333333333334,0.53125,0.53125,0.53125,0.5208333333333334,0.9791757128383267,0.3567351598173516,0.3567351598173516,0.3795854732208364,0.3795854732208364,0.3795854732208364,0.3567351598173516,0.7586206896551724,0.9545454545454546,1,1,0.7586206896551724,0.9545454545454546,1,1,0.41379310344827586,0.9166666666666666,1,3,0.7586206896551724,0.9545454545454546,1,1,0.7586206896551724,0.9545454545454546,1,1,1.0,0.896551724137931,1,1,0.0,0.0,1,0,0.4791666666666667,1.0,0.4791666666666667,1.0,0.84375,0.5679012345679012,0.4791666666666667,1.0,0.4791666666666667,1.0,1.0,0.5208333333333334,0.0,0.0,12,217,109,2,5,3,10,213,107,3,7,4,3,7,4,1,3,2,0,1,1,0.0,6,0.0,0.06896551724137931,2,1.0,0.0,4,0.0,0.0,3,0.0,0.0,3,0.0,0.0,1,0.0,0.0,0.0,0.5,0.9583333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,pablopalacios23/breastcancer,2,B,0.5895933188871209,0.8620689655172413,0.896551724137931,0.9655172413793104,0.8620689655172413,0.8620689655172413,0.9310344827586207,0.9310344827586207,0.8620689655172413,0.8645320197044335,0.9770114942528735,0.8620689655172413,0.8620689655172413,0.8668252080856124,0.8668252080856124,0.8620689655172413,0.896551724137931,0.9655172413793104,0.8620689655172413,0.8620689655172413,0.9310344827586207,0.9310344827586207,0.8620689655172413,0.8802507836990595,0.968640208197788,0.8620689655172413,0.8620689655172413,0.897783251231527,0.897783251231527,0.9791666666666666,0.4895833333333333,0.4895833333333333,0.9791666666666666,0.9791666666666666,0.4895833333333333,0.4895833333333333,0.9800170068027211,0.23969184027777776,0.23969184027777776,0.9800170068027211,0.9800170068027211,0.23969184027777776,0.23969184027777776,0.9791666666666666,0.4895833333333333,0.4895833333333333,0.9791666666666666,0.9791666666666666,0.4895833333333333,0.4895833333333333,0.9791666666666666,0.3218240093240093,0.3218240093240093,0.9791666666666666,0.9791666666666666,0.3218240093240093,0.3218240093240093,0.8620689655172413,1.0,1,2,0.8620689655172413,1.0,1,2,0.27586206896551724,1.0,1,7,0.8620689655172413,1.0,1,2,0.8620689655172413,1.0,1,2,0.0,0.0,1,0,0.0,0.0,1,0,0.8645833333333334,0.5662650602409639,0.8645833333333334,0.5662650602409639,0.8854166666666666,0.5411764705882353,0.8645833333333334,0.5662650602409639,0.8645833333333334,0.5662650602409639,0.0,0.0,0.0,0.0,13,381,191,3,9,5,10,213,107,3,9,5,3,9,5,0,1,1,0,1,1,0.0,6,0.0,0.06896551724137931,2,0.5,0.0,4,0.0,0.06896551724137931,2,0.5,0.06896551724137931,2,0.5,0.0,0.0,0.010416666666666666,1.0,0.0,0.0,0.010416666666666666,1.0,0.010416666666666666,1.0
3,pablopalacios23/breastcancer,2,B,0.7220573632568595,0.5517241379310345,0.9310344827586207,0.9655172413793104,0.9310344827586207,0.9310344827586207,0.9655172413793104,0.8620689655172413,0.8275862068965517,0.8668252080856124,0.9770114942528735,0.8668252080856124,0.9310344827586207,0.9667487684729064,0.9110344827586206,0.5517241379310345,0.9310344827586207,0.9655172413793104,0.9310344827586207,0.9310344827586207,0.9655172413793104,0.8620689655172413,0.6620689655172414,0.897783251231527,0.968640208197788,0.897783251231527,0.9310344827586207,0.9600835945663531,0.8824049513704687,1.0,0.4895833333333333,0.4895833333333333,0.4791666666666667,0.4895833333333333,0.4791666666666667,0.4895833333333333,1.0,0.7556515957446809,0.7556515957446809,0.7532894736842105,0.7556515957446809,0.7532894736842105,0.7556515957446809,1.0,0.4895833333333333,0.4895833333333333,0.4791666666666667,0.4895833333333333,0.4791666666666667,0.4895833333333333,1.0,0.3436015338672458,0.3436015338672458,0.32177197802197804,0.3436015338672458,0.32177197802197804,0.3436015338672458,0.4482758620689655,0.9230769230769231,1,2,0.4482758620689655,0.9230769230769231,1,2,0.27586206896551724,1.0,1,7,0.4482758620689655,0.9230769230769231,1,2,0.4482758620689655,0.9230769230769231,1,3,0.9655172413793104,0.9285714285714286,1,1,0.7931034482758621,0.9130434782608695,1,2,0.4479166666666667,1.0,0.4479166666666667,1.0,0.4375,0.9761904761904762,0.4479166666666667,1.0,0.4479166666666667,1.0,0.9895833333333334,0.47368421052631576,0.96875,0.4731182795698925,13,331,166,3,9,5,10,213,107,4,13,7,6,19,10,1,3,2,3,7,4,0.0,6,0.0,0.3103448275862069,2,0.0,0.0,4,0.0,0.0,3,0.0,0.034482758620689655,1,1.0,0.034482758620689655,1,1.0,0.034482758620689655,1,1.0,0.0,0.0,0.010416666666666666,1.0,0.0,0.0,0.0,0.0,0.010416666666666666,1.0,0.010416666666666666,1.0,0.010416666666666666,1.0
3,pablopalacios23/breastcancer,2,B,-0.4216342722539877,0.9310344827586207,0.9310344827586207,0.9655172413793104,0.9310344827586207,0.9310344827586207,0.9310344827586207,0.9310344827586207,0.8668252080856124,0.8668252080856124,0.9770114942528735,0.8668252080856124,0.8668252080856124,0.9655172413793104,0.8668252080856124,0.9310344827586207,0.9310344827586207,0.9655172413793104,0.9310344827586207,0.9310344827586207,0.9310344827586207,0.9310344827586207,0.897783251231527,0.897783251231527,0.968640208197788,0.897783251231527,0.897783251231527,0.9412024756852343,0.897783251231527,0.9583333333333334,0.5729166666666666,0.5729166666666666,0.8854166666666666,0.8854166666666666,0.8125,0.5729166666666666,0.95939373994442,0.3282335069444444,0.3282335069444444,0.8917121283997469,0.8917121283997469,0.8142003071522598,0.3282335069444444,0.9583333333333334,0.5729166666666666,0.5729166666666666,0.8854166666666666,0.8854166666666666,0.8125,0.5729166666666666,0.9584435626102291,0.41735651214128033,0.41735651214128033,0.883497150997151,0.883497150997151,0.8129960317460317,0.41735651214128033,1.0,0.896551724137931,1,1,1.0,0.896551724137931,1,1,0.41379310344827586,0.9166666666666666,1,3,1.0,0.896551724137931,1,1,1.0,0.896551724137931,1,1,0.8620689655172413,1.0,1,2,0.0,0.0,1,0,0.8645833333333334,0.6506024096385542,0.8645833333333334,0.6506024096385542,0.8020833333333334,0.5844155844155844,0.8645833333333334,0.6506024096385542,0.8645833333333334,0.6506024096385542,0.5520833333333334,0.8490566037735849,0.0,0.0,14,221,111,4,9,5,10,213,107,6,13,7,6,13,7,2,5,3,0,1,1,0.0,8,0.0,0.0,4,0.0,0.0,4,0.0,0.0,5,0.0,0.0,5,0.0,0.06896551724137931,1,1.0,0.0,0.0,0.125,1.0,0.0,0.0,0.041666666666666664,1.0,0.041666666666666664,1.0,0.4375,0.7857142857142857
