round,dataset,client_id,bbox_pred_class_global,bbox_pred_class_local,silhouette_global,silhouette_local,acc_superTree_localTest,prec_superTree_localTest,rec_superTree_localTest,f1_superTree_localTest,acc_superTree_globalTest,prec_superTree_globalTest,rec_superTree_globalTest,f1_superTree_globalTest,acc_localTree_localTest,prec_localTree_localTest,rec_localTree_localTest,f1_localTree_localTest,acc_localTree_globalTest,prec_localTree_globalTest,rec_localTree_globalTest,f1_localTree_globalTest,jaccard_cov_globalZ,covL_globalZ,covG_globalZ,covInter_globalZ,covUnion_globalZ,jaccard_cov_localZ,covL_localZ,covG_localZ,covInter_localZ,covUnion_localZ
3,pablopalacios23/Diabetes,4,No,No,0.9053269433468655,0.20809546232134396,0.7586206896551724,0.756896551724138,0.7586206896551724,0.72561155319776,0.7467532467532467,0.7491267353336318,0.7467532467532467,0.7226829395504095,0.7586206896551724,0.7522577996715928,0.7586206896551724,0.7544649483005986,0.7337662337662337,0.730669672988348,0.7337662337662337,0.7319301388266906,0.34408602150537637,0.75,0.2916666666666667,0.26666666666666666,0.775,0.7358490566037735,0.43333333333333335,0.3333333333333333,0.325,0.44166666666666665
3,pablopalacios23/Diabetes,4,Yes,No,-0.7925673775436792,0.459477817846151,0.7586206896551724,0.756896551724138,0.7586206896551724,0.72561155319776,0.7467532467532467,0.7491267353336318,0.7467532467532467,0.7226829395504095,0.7586206896551724,0.7522577996715928,0.7586206896551724,0.7544649483005986,0.7337662337662337,0.730669672988348,0.7337662337662337,0.7319301388266906,0.4672897196261682,0.875,0.43333333333333335,0.4166666666666667,0.8916666666666667,0.46078431372549017,0.45,0.7916666666666666,0.39166666666666666,0.85
3,pablopalacios23/Diabetes,4,Yes,No,-0.7763057197148207,0.4509413712166744,0.7586206896551724,0.756896551724138,0.7586206896551724,0.72561155319776,0.7467532467532467,0.7491267353336318,0.7467532467532467,0.7226829395504095,0.7586206896551724,0.7522577996715928,0.7586206896551724,0.7544649483005986,0.7337662337662337,0.730669672988348,0.7337662337662337,0.7319301388266906,0.358695652173913,0.6,0.44166666666666665,0.275,0.7666666666666667,0.3469387755102041,0.3333333333333333,0.7666666666666667,0.2833333333333333,0.8166666666666667
3,pablopalacios23/Diabetes,4,No,No,0.9111537700827498,0.7305003391603317,0.7586206896551724,0.756896551724138,0.7586206896551724,0.72561155319776,0.7467532467532467,0.7491267353336318,0.7467532467532467,0.7226829395504095,0.7586206896551724,0.7522577996715928,0.7586206896551724,0.7544649483005986,0.7337662337662337,0.730669672988348,0.7337662337662337,0.7319301388266906,0.5405405405405406,0.6,0.35,0.3333333333333333,0.6166666666666667,0.7272727272727273,0.45,0.3416666666666667,0.3333333333333333,0.4583333333333333
3,pablopalacios23/Diabetes,4,No,No,0.9249785258796102,-0.5189493263826648,0.7586206896551724,0.756896551724138,0.7586206896551724,0.72561155319776,0.7467532467532467,0.7491267353336318,0.7467532467532467,0.7226829395504095,0.7586206896551724,0.7522577996715928,0.7586206896551724,0.7544649483005986,0.7337662337662337,0.730669672988348,0.7337662337662337,0.7319301388266906,0.4519230769230769,0.8333333333333334,0.425,0.39166666666666666,0.8666666666666667,0.8035714285714286,0.4666666666666667,0.375,0.375,0.4666666666666667
3,pablopalacios23/Diabetes,4,No,No,0.9570324845135628,0.47986829662910957,0.7586206896551724,0.756896551724138,0.7586206896551724,0.72561155319776,0.7467532467532467,0.7491267353336318,0.7467532467532467,0.7226829395504095,0.7586206896551724,0.7522577996715928,0.7586206896551724,0.7544649483005986,0.7337662337662337,0.730669672988348,0.7337662337662337,0.7319301388266906,0.46078431372549017,0.8416666666666667,0.4,0.39166666666666666,0.85,0.7758620689655172,0.4666666666666667,0.39166666666666666,0.375,0.48333333333333334
3,pablopalacios23/Diabetes,4,Yes,Yes,-0.6469087262118868,0.8616794144001108,0.7586206896551724,0.756896551724138,0.7586206896551724,0.72561155319776,0.7467532467532467,0.7491267353336318,0.7467532467532467,0.7226829395504095,0.7586206896551724,0.7522577996715928,0.7586206896551724,0.7544649483005986,0.7337662337662337,0.730669672988348,0.7337662337662337,0.7319301388266906,0.6875,0.375,0.525,0.36666666666666664,0.5333333333333333,0.2956521739130435,0.30833333333333335,0.9333333333333333,0.2833333333333333,0.9583333333333334
3,pablopalacios23/Diabetes,4,No,No,0.8864192977676242,0.31084347976040855,0.7586206896551724,0.756896551724138,0.7586206896551724,0.72561155319776,0.7467532467532467,0.7491267353336318,0.7467532467532467,0.7226829395504095,0.7586206896551724,0.7522577996715928,0.7586206896551724,0.7544649483005986,0.7337662337662337,0.730669672988348,0.7337662337662337,0.7319301388266906,0.3893805309734513,0.9333333333333333,0.375,0.36666666666666664,0.9416666666666667,0.8392857142857143,0.4583333333333333,0.4,0.39166666666666666,0.4666666666666667
3,pablopalacios23/Diabetes,4,Yes,Yes,-0.501302955674028,0.6961178392058203,0.7586206896551724,0.756896551724138,0.7586206896551724,0.72561155319776,0.7467532467532467,0.7491267353336318,0.7467532467532467,0.7226829395504095,0.7586206896551724,0.7522577996715928,0.7586206896551724,0.7544649483005986,0.7337662337662337,0.730669672988348,0.7337662337662337,0.7319301388266906,0.5857142857142857,0.45,0.475,0.3416666666666667,0.5833333333333334,0.3942307692307692,0.36666666666666664,0.8416666666666667,0.3416666666666667,0.8666666666666667
3,pablopalacios23/Diabetes,4,Yes,Yes,-0.7212260601677034,0.7539469895153377,0.7586206896551724,0.756896551724138,0.7586206896551724,0.72561155319776,0.7467532467532467,0.7491267353336318,0.7467532467532467,0.7226829395504095,0.7586206896551724,0.7522577996715928,0.7586206896551724,0.7544649483005986,0.7337662337662337,0.730669672988348,0.7337662337662337,0.7319301388266906,0.38461538461538464,0.6583333333333333,0.39166666666666666,0.2916666666666667,0.7583333333333333,0.7543859649122807,0.35833333333333334,0.475,0.35833333333333334,0.475
