round,dataset,client_id,bbox_pred_class_global,bbox_pred_class_local,silhouette_global,silhouette_local,acc_super,prec_super,rec_super,f1_super,acc_super_globalTest,prec_super_globalTest,rec_super_globalTest,f1_super_globalTest,acc_local_tree,prec_local_tree,rec_local_tree,f1_local_tree,acc_localTree_global,prec_localTree_global,rec_localTree_global,f1_localTree_global
3,pablopalacios23/breastcancer,1,M,B,0.7003275848375209,-1.0,0.9710144927536232,0.9710144927536232,0.9710144927536232,0.9710144927536232,0.9298245614035088,0.9330859199280251,0.9298245614035088,0.9285290148448043,0.9420289855072463,0.9444276119779831,0.9420289855072463,0.942412391687754,0.9210526315789473,0.9234172387490467,0.9210526315789473,0.9215739274819479
3,pablopalacios23/breastcancer,1,M,B,0.9807840924828684,-1.0,0.9710144927536232,0.9710144927536232,0.9710144927536232,0.9710144927536232,0.9298245614035088,0.9330859199280251,0.9298245614035088,0.9285290148448043,0.9420289855072463,0.9444276119779831,0.9420289855072463,0.942412391687754,0.9210526315789473,0.9234172387490467,0.9210526315789473,0.9215739274819479
3,pablopalacios23/breastcancer,1,M,B,0.9846593639801641,-1.0,0.9710144927536232,0.9710144927536232,0.9710144927536232,0.9710144927536232,0.9298245614035088,0.9330859199280251,0.9298245614035088,0.9285290148448043,0.9420289855072463,0.9444276119779831,0.9420289855072463,0.942412391687754,0.9210526315789473,0.9234172387490467,0.9210526315789473,0.9215739274819479
3,pablopalacios23/breastcancer,1,M,B,0.8938419840035958,-1.0,0.9710144927536232,0.9710144927536232,0.9710144927536232,0.9710144927536232,0.9298245614035088,0.9330859199280251,0.9298245614035088,0.9285290148448043,0.9420289855072463,0.9444276119779831,0.9420289855072463,0.942412391687754,0.9210526315789473,0.9234172387490467,0.9210526315789473,0.9215739274819479
3,pablopalacios23/breastcancer,1,M,B,0.14728994889931837,-1.0,0.9710144927536232,0.9710144927536232,0.9710144927536232,0.9710144927536232,0.9298245614035088,0.9330859199280251,0.9298245614035088,0.9285290148448043,0.9420289855072463,0.9444276119779831,0.9420289855072463,0.942412391687754,0.9210526315789473,0.9234172387490467,0.9210526315789473,0.9215739274819479
3,pablopalacios23/breastcancer,1,M,B,-1.0,-1.0,0.9710144927536232,0.9710144927536232,0.9710144927536232,0.9710144927536232,0.9298245614035088,0.9330859199280251,0.9298245614035088,0.9285290148448043,0.9420289855072463,0.9444276119779831,0.9420289855072463,0.942412391687754,0.9210526315789473,0.9234172387490467,0.9210526315789473,0.9215739274819479
3,pablopalacios23/breastcancer,1,M,B,-1.0,-1.0,0.9710144927536232,0.9710144927536232,0.9710144927536232,0.9710144927536232,0.9298245614035088,0.9330859199280251,0.9298245614035088,0.9285290148448043,0.9420289855072463,0.9444276119779831,0.9420289855072463,0.942412391687754,0.9210526315789473,0.9234172387490467,0.9210526315789473,0.9215739274819479
3,pablopalacios23/breastcancer,1,M,B,0.9194701715764125,-1.0,0.9710144927536232,0.9710144927536232,0.9710144927536232,0.9710144927536232,0.9298245614035088,0.9330859199280251,0.9298245614035088,0.9285290148448043,0.9420289855072463,0.9444276119779831,0.9420289855072463,0.942412391687754,0.9210526315789473,0.9234172387490467,0.9210526315789473,0.9215739274819479
3,pablopalacios23/breastcancer,1,M,B,0.9741321172285238,-1.0,0.9710144927536232,0.9710144927536232,0.9710144927536232,0.9710144927536232,0.9298245614035088,0.9330859199280251,0.9298245614035088,0.9285290148448043,0.9420289855072463,0.9444276119779831,0.9420289855072463,0.942412391687754,0.9210526315789473,0.9234172387490467,0.9210526315789473,0.9215739274819479
3,pablopalacios23/breastcancer,1,M,B,0.8987129476118326,-1.0,0.9710144927536232,0.9710144927536232,0.9710144927536232,0.9710144927536232,0.9298245614035088,0.9330859199280251,0.9298245614035088,0.9285290148448043,0.9420289855072463,0.9444276119779831,0.9420289855072463,0.942412391687754,0.9210526315789473,0.9234172387490467,0.9210526315789473,0.9215739274819479
