round,dataset,client_id,bbox_pred_class_global,bbox_pred_class_local,silhouette_global_LORE,silhouette_local_LORE,tree_fidelity_lore_global,tree_fidelity_lore_local,acc_localTree_localTest,acc_localTree_globalTest,acc_nn_local_localTest,acc_nn_global_localTest,acc_nn_local_globalTest,acc_nn_global_globalTest,has_factual_local,has_factual_global,cov_ruleLocal_on_localZ_LORE,cov_ruleLocal_on_globalZ_LORE,cov_ruleGlobal_on_localZ_LORE,cov_ruleGlobal_on_globalZ_LORE,jaccard_cov_globalZ_LORE,covInter_globalZ_LORE,covUnion_globalZ_LORE,jaccard_cov_localZ_LORE,covInter_localZ_LORE,covUnion_localZ_LORE,jaccard_cov_combinedZ_LORE,covInter_combinedZ_LORE,covUnion_combinedZ_LORE,jaccard_lore_struct,sim_aditiva_lore,delta_lime_testlocal,delta_lime_testglobal,delta_shap_testlocal,delta_shap_testglobal,jaccard_anchor_struct_testlocal,jaccard_anchor_struct_testglobal,sim_aditiva_anchor_testlocal,sim_aditiva_anchor_testglobal,anchor_prec_testlocal_local,anchor_prec_testlocal_global,anchor_prec_testglobal_local,anchor_prec_testglobal_global,anchor_cov_testlocal_local,anchor_cov_testlocal_global,anchor_cov_testglobal_local,anchor_cov_testglobal_global,pred_agreement_localTest,pred_agreement_globalTest
3,pablopalacios23/adult_1500_instances,5,>50K,>50K,0.8054810767774686,0.8646668787721111,0.9583333333333334,0.9916666666666667,0.8,0.77,0.8,0.9,0.7666666666666667,0.7733333333333333,1,1,0.4666666666666667,0.4666666666666667,0.4583333333333333,0.4583333333333333,0.9473684210526315,0.45,0.475,0.9473684210526315,0.45,0.475,0.9473684210526315,0.45,0.475,0.8313640170157834,0.9101390962889222,0.010998412127652337,0.013895124610305063,0.014422182528020569,0.015968107372588837,1.0,1.0,1.0,1.0,1.0,1.0,0.9826989619377162,0.9877300613496932,0.3,0.3,0.38,0.38,0.9,0.9133333333333333
3,pablopalacios23/adult_1500_instances,5,>50K,<=50K,0.8664952632900257,0.5543100213217084,0.95,0.95,0.8,0.77,0.8,0.9,0.7666666666666667,0.7733333333333333,1,1,0.48333333333333334,0.9583333333333334,0.9166666666666666,0.44166666666666665,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0.9755944931163955,0.9580977718656468,0.886600768808347,0.7,0.7,0.8266666666666667,0.74,0.9,0.9133333333333333
3,pablopalacios23/adult_1500_instances,5,<=50K,<=50K,0.6275004285772607,0.6696981893405292,0.975,0.975,0.8,0.77,0.8,0.9,0.7666666666666667,0.7733333333333333,1,1,0.5583333333333333,0.5583333333333333,0.6416666666666667,0.5583333333333333,1.0,0.5583333333333333,0.5583333333333333,0.8701298701298701,0.5583333333333333,0.6416666666666667,0.9305555555555556,0.5583333333333333,0.6,0.9259570887673536,0.9259570887673536,0.011539033487778086,0.01577564928871488,0.019700558769014925,0.026167826622926948,0.8083333333333333,0.5999999999999999,0.8083333333333333,0.8,1.0,1.0,1.0,0.9465550547327752,0.7,0.3,0.62,0.8266666666666667,0.9,0.9133333333333333
3,pablopalacios23/adult_1500_instances,5,<=50K,<=50K,0.775780302621899,0.4441589514614201,0.95,0.9416666666666667,0.8,0.77,0.8,0.9,0.7666666666666667,0.7733333333333333,1,1,0.0,0.0,0.7166666666666667,0.4583333333333333,0.0,0.0,0.4583333333333333,0.0,0.0,0.7166666666666667,0.0,0.0,0.5875,0.33526695625406167,0.5449750526865645,0.012063574347660921,0.013522648239697954,0.017328931777592482,0.018918256947820417,0.25,0.5128205128205129,0.25,0.8782051282051282,0.889538661468486,1.0,0.8523725834797891,0.8552338530066815,1.0,0.3,0.26,0.5,0.9,0.9133333333333333
3,pablopalacios23/adult_1500_instances,5,>50K,>50K,0.8471204238069526,0.8778436797567704,0.9833333333333333,0.9833333333333333,0.8,0.77,0.8,0.9,0.7666666666666667,0.7733333333333333,1,1,0.44166666666666665,0.43333333333333335,0.44166666666666665,0.43333333333333335,1.0,0.43333333333333335,0.43333333333333335,1.0,0.44166666666666665,0.44166666666666665,1.0,0.4375,0.4375,1.0,1.0,0.012394614905812394,0.0142396809282921,0.011198761244179296,0.02078656328874715,0.47448979591836726,1.0,0.7372448979591837,1.0,1.0,1.0,0.9638888888888889,0.9869848156182213,0.3,0.3,0.38,0.38,0.9,0.9133333333333333
3,pablopalacios23/adult_1500_instances,5,>50K,>50K,0.8244167078889243,0.8666640082625209,0.975,0.975,0.8,0.77,0.8,0.9,0.7666666666666667,0.7733333333333333,1,1,0.49166666666666664,0.875,0.9583333333333334,0.5666666666666667,0.49137931034482757,0.475,0.9666666666666667,0.4745762711864407,0.4666666666666667,0.9833333333333333,0.4829059829059829,0.4708333333333333,0.975,0.4495139015594882,0.6209625850340137,0.01243347182507248,0.015415529866556737,0.015925475824382137,0.01602660846999806,1.0,0.3010204081632653,1.0,0.5510204081632653,1.0,1.0,0.8966789667896679,0.8725490196078431,0.3,0.3,0.6333333333333333,0.38,0.9,0.9133333333333333
3,pablopalacios23/adult_1500_instances,5,<=50K,<=50K,0.7135689788780517,-0.176177877369395,0.9833333333333333,0.925,0.8,0.77,0.8,0.9,0.7666666666666667,0.7733333333333333,1,1,1.0,1.0,0.9416666666666667,0.475,0.475,0.475,1.0,0.9416666666666667,0.9416666666666667,1.0,0.7083333333333334,0.7083333333333334,1.0,0.649795918367347,0.649795918367347,0.013393439032278166,0.016055957502235214,0.024263264734301522,0.019901998841992827,0.5255102040816326,nan,0.5255102040816326,1.0,0.8811787072243346,0.8726415094339622,0.9231403255718112,0.9011324041811847,1.0,0.7,0.36666666666666664,0.36666666666666664,0.9,0.9133333333333333
3,pablopalacios23/adult_1500_instances,5,<=50K,<=50K,0.7244695963403376,0.7615126030678978,0.9833333333333333,0.95,0.8,0.77,0.8,0.9,0.7666666666666667,0.7733333333333333,1,1,0.5083333333333333,0.5083333333333333,0.5,0.5,0.9516129032258065,0.49166666666666664,0.5166666666666667,0.9516129032258065,0.49166666666666664,0.5166666666666667,0.9516129032258065,0.49166666666666664,0.5166666666666667,0.5238775510204081,0.5238775510204081,0.012246095447020103,0.013850688217956129,0.019881967141482375,0.0225094555232959,0.3979591836734694,0.5999999999999999,0.6989795918367347,0.8,1.0,1.0,0.9875354107648725,0.971042471042471,0.2,0.5,0.8266666666666667,0.62,0.9,0.9133333333333333
3,pablopalacios23/adult_1500_instances,5,<=50K,<=50K,0.7629071418973251,0.19235369854865825,0.975,0.925,0.8,0.77,0.8,0.9,0.7666666666666667,0.7733333333333333,1,1,0.9583333333333334,0.8833333333333333,0.85,0.48333333333333334,0.5185185185185185,0.4666666666666667,0.9,0.8547008547008547,0.8333333333333334,0.975,0.6933333333333334,0.65,0.9375,0.7015819988729373,0.8411424194342616,0.011784006815101557,0.014904629868804902,0.02023958979887184,0.026206266350424355,0.5255102040816326,1.0,0.5255102040816326,1.0,0.872552387495706,0.8697591436217663,0.9888268156424581,0.9706666666666667,0.9,0.7,0.62,0.62,0.9,0.9133333333333333
3,pablopalacios23/adult_1500_instances,5,<=50K,<=50K,0.7434758072177544,0.7790395691420255,0.9666666666666667,0.9666666666666667,0.8,0.77,0.8,0.9,0.7666666666666667,0.7733333333333333,1,1,0.425,0.8166666666666667,0.4166666666666667,0.425,0.5204081632653061,0.425,0.8166666666666667,0.9803921568627451,0.4166666666666667,0.425,0.6778523489932886,0.42083333333333334,0.6208333333333333,0.3943573667711598,0.39435736677115973,0.01211113650033971,0.01362676068182455,0.008154694419837022,0.012414032108488716,0.20208333333333334,0.38216560509554137,0.5291666666666667,0.7042735042735043,0.8870682019486271,0.9477611940298507,0.8539007092198582,0.8736681887366818,0.9,0.3,0.5,0.26,0.9,0.9133333333333333
