round,dataset,client_id,bbox_pred_class_global,bbox_pred_class_local,silhouette_global_LORE,silhouette_local_LORE,tree_fidelity_lore_global,tree_fidelity_lore_local,acc_localTree_localTest,acc_localTree_globalTest,acc_nn_local_localTest,acc_nn_global_localTest,acc_nn_local_globalTest,acc_nn_global_globalTest,has_factual_local,has_factual_global,cov_ruleLocal_on_localZ_LORE,cov_ruleLocal_on_globalZ_LORE,cov_ruleGlobal_on_localZ_LORE,cov_ruleGlobal_on_globalZ_LORE,jaccard_cov_globalZ_LORE,covInter_globalZ_LORE,covUnion_globalZ_LORE,jaccard_cov_localZ_LORE,covInter_localZ_LORE,covUnion_localZ_LORE,jaccard_cov_combinedZ_LORE,covInter_combinedZ_LORE,covUnion_combinedZ_LORE,jaccard_lore_struct,sim_aditiva_lore,delta_lime_testlocal,delta_lime_testglobal,delta_shap_testlocal,delta_shap_testglobal,jaccard_anchor_struct_testlocal,jaccard_anchor_struct_testglobal,sim_aditiva_anchor_testlocal,sim_aditiva_anchor_testglobal,anchor_prec_testlocal_local,anchor_prec_testlocal_global,anchor_prec_testglobal_local,anchor_prec_testglobal_global,anchor_cov_testlocal_local,anchor_cov_testlocal_global,anchor_cov_testglobal_local,anchor_cov_testglobal_global,pred_agreement_localTest,pred_agreement_globalTest
3,pablopalacios23/Diabetes,2,No,No,0.637273053748029,0.4620830160045576,0.9666666666666667,0.975,0.6956521739130435,0.6948051948051948,0.782608695652174,0.6521739130434783,0.7077922077922078,0.6428571428571429,1,1,0.475,0.45,0.8583333333333333,0.5333333333333333,0.84375,0.45,0.5333333333333333,0.5533980582524272,0.475,0.8583333333333333,0.6646706586826348,0.4625,0.6958333333333333,0.49497620775407897,0.7040978906596049,0.06658582280031357,0.08341339674491069,0.06567851108500715,0.07618679353122994,nan,nan,nan,nan,0.8850102669404517,nan,0.9766081871345029,nan,0.7391304347826086,nan,0.7467532467532467,nan,0.782608695652174,0.8961038961038961
3,pablopalacios23/Diabetes,2,No,No,0.47133693930875437,0.35027286259885865,0.975,0.975,0.6956521739130435,0.6948051948051948,0.782608695652174,0.6521739130434783,0.7077922077922078,0.6428571428571429,1,1,0.375,0.7416666666666667,0.36666666666666664,0.375,0.3958333333333333,0.31666666666666665,0.8,0.7450980392156863,0.31666666666666665,0.425,0.5170068027210885,0.31666666666666665,0.6125,0.02324344252020029,0.25051054784594573,0.07840473878252356,0.07594238116970073,0.08574202274838755,0.08594857952785304,nan,nan,nan,nan,0.9232954545454546,nan,0.9300847457627118,nan,0.5217391304347826,nan,0.7467532467532467,nan,0.782608695652174,0.8961038961038961
3,pablopalacios23/Diabetes,2,No,No,0.4534850256007083,0.5505685091629625,0.9833333333333333,1.0,0.6956521739130435,0.6948051948051948,0.782608695652174,0.6521739130434783,0.7077922077922078,0.6428571428571429,1,1,0.44166666666666665,0.425,0.8166666666666667,0.44166666666666665,0.8245614035087719,0.39166666666666666,0.475,0.51,0.425,0.8333333333333334,0.6242038216560509,0.4083333333333333,0.6541666666666667,0.3307249114167691,0.6579352318310213,0.12731102118081739,0.1303377735659198,0.11712700760292757,0.11614505609755263,nan,nan,nan,nan,0.8748159057437408,nan,nan,nan,0.7391304347826086,nan,nan,nan,0.782608695652174,0.8961038961038961
3,pablopalacios23/Diabetes,2,No,Yes,0.6322969680267757,0.7213223286668534,0.925,0.9583333333333334,0.6956521739130435,0.6948051948051948,0.782608695652174,0.6521739130434783,0.7077922077922078,0.6428571428571429,1,1,0.4083333333333333,0.75,0.6583333333333333,0.3416666666666667,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9625,nan,0.8752834467120182,nan,0.2608695652173913,nan,0.2532467532467532,nan,0.782608695652174,0.8961038961038961
3,pablopalacios23/Diabetes,2,No,No,0.5998906310245532,0.01749017159650789,0.9583333333333334,0.9416666666666667,0.6956521739130435,0.6948051948051948,0.782608695652174,0.6521739130434783,0.7077922077922078,0.6428571428571429,1,1,0.4083333333333333,0.38333333333333336,0.9666666666666667,0.475,0.7457627118644068,0.36666666666666664,0.49166666666666664,0.41025641025641024,0.4,0.975,0.5227272727272727,0.38333333333333336,0.7333333333333333,0.26591008585443027,0.6753389529501248,0.08116362611278806,0.10394717547766986,0.08718765778231322,0.1265437045328912,nan,nan,nan,nan,0.9048672566371682,nan,nan,nan,0.5217391304347826,nan,nan,nan,0.782608695652174,0.8961038961038961
3,pablopalacios23/Diabetes,2,No,No,0.7333058037934824,0.5566503168733564,0.9416666666666667,0.9666666666666667,0.6956521739130435,0.6948051948051948,0.782608695652174,0.6521739130434783,0.7077922077922078,0.6428571428571429,1,1,0.4083333333333333,0.4083333333333333,0.9416666666666667,0.45,0.7758620689655172,0.375,0.48333333333333334,0.40869565217391307,0.39166666666666666,0.9583333333333334,0.5317919075144508,0.38333333333333336,0.7208333333333333,0.34005831436966,0.7000480081339798,0.09175604057555313,0.09342582002977731,0.12415100093434156,0.13639868924910686,nan,nan,nan,nan,0.9166666666666666,nan,0.9523809523809523,nan,0.5217391304347826,nan,0.7467532467532467,nan,0.782608695652174,0.8961038961038961
3,pablopalacios23/Diabetes,2,No,No,0.27794115919157836,0.37367537112565224,0.9666666666666667,0.9833333333333333,0.6956521739130435,0.6948051948051948,0.782608695652174,0.6521739130434783,0.7077922077922078,0.6428571428571429,1,1,0.4666666666666667,0.4666666666666667,0.5833333333333334,0.5,0.9333333333333333,0.4666666666666667,0.5,0.8,0.4666666666666667,0.5833333333333334,0.8615384615384616,0.4666666666666667,0.5416666666666666,0.848499683682194,0.8484996836821939,0.07843776652203811,0.0691060643606484,0.09924373470390704,0.09951040466891244,nan,nan,nan,nan,0.9106753812636166,nan,nan,nan,0.5217391304347826,nan,nan,nan,0.782608695652174,0.8961038961038961
3,pablopalacios23/Diabetes,2,No,No,0.44205841479766356,-0.18828438237424566,0.9833333333333333,1.0,0.6956521739130435,0.6948051948051948,0.782608695652174,0.6521739130434783,0.7077922077922078,0.6428571428571429,1,1,0.5083333333333333,0.5083333333333333,0.9583333333333334,0.5166666666666667,0.921875,0.49166666666666664,0.5333333333333333,0.5042735042735043,0.49166666666666664,0.975,0.6519337016574586,0.49166666666666664,0.7541666666666667,0.7872403255743551,0.881532471581121,0.06630531868860684,0.06309750914304471,0.037035737493795254,0.030163399372478278,nan,nan,nan,nan,0.9051878354203936,nan,nan,nan,0.5217391304347826,nan,nan,nan,0.782608695652174,0.8961038961038961
3,pablopalacios23/Diabetes,2,No,No,0.626479241993122,0.32935757670705024,0.975,0.9666666666666667,0.6956521739130435,0.6948051948051948,0.782608695652174,0.6521739130434783,0.7077922077922078,0.6428571428571429,1,1,0.4,0.39166666666666666,0.45,0.45,0.8703703703703703,0.39166666666666666,0.45,0.8888888888888888,0.4,0.45,0.8796296296296297,0.3958333333333333,0.45,0.6466711355028756,0.8233355677514378,0.10316364569118477,0.10740828046186576,0.09792274901302962,0.11531872379350877,nan,nan,nan,nan,0.8868894601542416,nan,0.9414893617021277,nan,0.7391304347826086,nan,0.7467532467532467,nan,0.782608695652174,0.8961038961038961
3,pablopalacios23/Diabetes,2,No,No,0.7808582937197928,0.7081888931197431,0.975,0.9666666666666667,0.6956521739130435,0.6948051948051948,0.782608695652174,0.6521739130434783,0.7077922077922078,0.6428571428571429,1,1,0.43333333333333335,0.425,0.5583333333333333,0.4666666666666667,0.8771929824561403,0.4166666666666667,0.475,0.75,0.425,0.5666666666666667,0.808,0.42083333333333334,0.5208333333333334,0.258234981490695,0.5050357955324111,0.10288136560492356,0.13346750985429356,0.09625174083673488,0.11305971086328431,nan,nan,nan,nan,0.8961937716262975,nan,0.9638989169675091,nan,0.7391304347826086,nan,0.7467532467532467,nan,0.782608695652174,0.8961038961038961
