round,dataset,client_id,bbox_pred_class_global,bbox_pred_class_local,silhouette_global_LORE,silhouette_local_LORE,tree_fidelity_lore_global,tree_fidelity_lore_local,acc_localTree_localTest,acc_localTree_globalTest,acc_nn_local_localTest,acc_nn_global_localTest,acc_nn_local_globalTest,acc_nn_global_globalTest,has_factual_local,has_factual_global,cov_ruleLocal_on_localZ_LORE,cov_ruleLocal_on_globalZ_LORE,cov_ruleGlobal_on_localZ_LORE,cov_ruleGlobal_on_globalZ_LORE,jaccard_cov_globalZ_LORE,covInter_globalZ_LORE,covUnion_globalZ_LORE,jaccard_cov_localZ_LORE,covInter_localZ_LORE,covUnion_localZ_LORE,jaccard_cov_combinedZ_LORE,covInter_combinedZ_LORE,covUnion_combinedZ_LORE,jaccard_lore_struct,sim_aditiva_lore,delta_lime_testlocal,delta_lime_testglobal,delta_shap_testlocal,delta_shap_testglobal,jaccard_anchor_struct_testlocal,jaccard_anchor_struct_testglobal,sim_aditiva_anchor_testlocal,sim_aditiva_anchor_testglobal,anchor_prec_testlocal_local,anchor_prec_testlocal_global,anchor_prec_testglobal_local,anchor_prec_testglobal_global,anchor_cov_testlocal_local,anchor_cov_testlocal_global,anchor_cov_testglobal_local,anchor_cov_testglobal_global,pred_agreement_localTest,pred_agreement_globalTest
3,pablopalacios23/magic_gamma_1500_instances,6,signal,signal,0.8067862660862195,0.908460641310446,0.975,0.9666666666666667,0.75,0.68,0.7333333333333333,0.7833333333333333,0.7733333333333333,0.7666666666666667,1,1,0.38333333333333336,0.375,0.375,0.375,0.9148936170212766,0.35833333333333334,0.39166666666666666,0.8958333333333334,0.35833333333333334,0.4,0.9052631578947369,0.35833333333333334,0.3958333333333333,0.052495167645701564,0.5056679860531473,0.044613744323769654,0.04413515797365009,0.03419276423248699,0.03259047011441133,0.044865521080872627,0.12090250718359521,0.32986800419101625,0.5086231334259396,0.858250276854928,1.0,0.8602510460251046,0.8835758835758836,0.5,0.75,0.25,0.25,0.9166666666666666,0.8866666666666667
3,pablopalacios23/magic_gamma_1500_instances,6,background,background,0.4929991784562318,-0.13908767853084103,0.9833333333333333,0.956140350877193,0.75,0.68,0.7333333333333333,0.7833333333333333,0.7733333333333333,0.7666666666666667,1,1,0.5175438596491229,0.8583333333333333,0.8157894736842105,0.38333333333333336,0.4056603773584906,0.35833333333333334,0.8833333333333333,0.4339622641509434,0.40350877192982454,0.9298245614035088,0.419811320754717,0.3803418803418803,0.905982905982906,0.13341993328352042,0.5837359271219054,0.06884293274227178,0.0762691525542837,0.0805090450195991,0.06831714249668129,0.6836913747619994,0.5910799961127787,0.8418456873809996,0.7955399980563893,0.8839541547277937,0.9636363636363636,0.9225352112676056,0.8782608695652174,0.5,0.5,0.5,0.5,0.9166666666666666,0.8866666666666667
3,pablopalacios23/magic_gamma_1500_instances,6,signal,signal,0.83962567382723,0.9009655232354185,0.9166666666666666,0.9666666666666667,0.75,0.68,0.7333333333333333,0.7833333333333333,0.7733333333333333,0.7666666666666667,1,1,0.31666666666666665,0.675,0.30833333333333335,0.31666666666666665,0.45121951219512196,0.30833333333333335,0.6833333333333333,0.9230769230769231,0.3,0.325,0.6033057851239669,0.30416666666666664,0.5041666666666667,0.0905151249921667,0.5149321164594282,0.046081965973155246,0.04922787042090894,0.06617919666023,0.05517116735323556,0.08519072018154,0.2139378982415387,0.40707847840567785,0.6851292247341889,0.8791348600508906,0.9259259259259259,0.9171122994652406,0.9127789046653144,0.25,0.75,0.5,0.75,0.9166666666666666,0.8866666666666667
3,pablopalacios23/magic_gamma_1500_instances,6,background,signal,0.4974090012622755,0.7912254193318944,0.975,0.9416666666666667,0.75,0.68,0.7333333333333333,0.7833333333333333,0.7733333333333333,0.7666666666666667,1,1,0.3,0.6166666666666667,0.8166666666666667,0.425,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.8644610458911419,0.8581288343558282,0.9713656387665198,0.8697829716193656,0.5,0.25,0.75,0.5,0.9166666666666666,0.8866666666666667
3,pablopalacios23/magic_gamma_1500_instances,6,signal,signal,0.815010592447114,0.901392495821429,0.9666666666666667,0.9833333333333333,0.75,0.68,0.7333333333333333,0.7833333333333333,0.7733333333333333,0.7666666666666667,1,1,0.25833333333333336,0.25833333333333336,0.275,0.275,0.8823529411764706,0.25,0.2833333333333333,0.8823529411764706,0.25,0.2833333333333333,0.8823529411764706,0.25,0.2833333333333333,0.07284705967133807,0.5931538319160558,0.06059000163309686,0.055108516782131634,0.06017224101739317,0.04750694750407737,0.17700918156839568,0.02585007591282474,0.568570671260349,0.16067334863036467,0.9367469879518072,0.8673139158576052,0.8659966499162479,0.8976486860304288,0.75,0.5,0.25,0.5,0.9166666666666666,0.8866666666666667
3,pablopalacios23/magic_gamma_1500_instances,6,signal,signal,0.5943608904399407,0.7213584777262113,1.0,0.9916666666666667,0.75,0.68,0.7333333333333333,0.7833333333333333,0.7733333333333333,0.7666666666666667,1,1,0.30833333333333335,0.30833333333333335,0.3416666666666667,0.3333333333333333,0.8333333333333334,0.2916666666666667,0.35,0.813953488372093,0.2916666666666667,0.35833333333333334,0.8235294117647058,0.2916666666666667,0.3541666666666667,0.01712694531923734,0.3604999311550531,0.05697642076169832,0.07085613305061864,0.04557660350202897,0.04468634981903196,0.09421881431038184,0.35961090036925636,0.4533060894133738,0.6798054501846282,0.9041450777202072,0.992,0.9161073825503355,0.8894628099173554,0.5,0.5,0.25,0.25,0.9166666666666666,0.8866666666666667
3,pablopalacios23/magic_gamma_1500_instances,6,signal,signal,0.6795757955974838,0.8016806999005583,0.95,0.9583333333333334,0.75,0.68,0.7333333333333333,0.7833333333333333,0.7733333333333333,0.7666666666666667,1,1,0.31666666666666665,0.65,0.375,0.35833333333333334,0.4578313253012048,0.31666666666666665,0.6916666666666667,0.8444444444444444,0.31666666666666665,0.375,0.59375,0.31666666666666665,0.5333333333333333,0.06315874415048843,0.5705217063016452,0.04643282659234564,0.03582036211787088,0.030871594839901678,0.031088212058968733,0.14492462984488758,0.18542506526969407,0.5724623149224438,0.592712532634847,0.9803921568627451,0.863013698630137,0.8572339069471001,0.9630996309963099,0.5,0.5,0.25,0.25,0.9166666666666666,0.8866666666666667
3,pablopalacios23/magic_gamma_1500_instances,6,background,signal,0.47371123397154363,0.9839642342984075,0.9666666666666667,0.9916666666666667,0.75,0.68,0.7333333333333333,0.7833333333333333,0.7733333333333333,0.7666666666666667,1,1,0.3416666666666667,0.375,0.9166666666666666,0.5166666666666667,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.8895184135977338,0.9084967320261438,0.8534675615212528,0.8623853211009175,0.5,0.5,0.25,0.5,0.9166666666666666,0.8866666666666667
3,pablopalacios23/magic_gamma_1500_instances,6,background,background,0.0972576628131758,0.03927388980021585,0.9666666666666667,0.975,0.75,0.68,0.7333333333333333,0.7833333333333333,0.7733333333333333,0.7666666666666667,1,1,0.5166666666666667,0.6,0.8333333333333334,0.4,0.6666666666666666,0.4,0.6,0.48623853211009177,0.44166666666666665,0.9083333333333333,0.5580110497237569,0.42083333333333334,0.7541666666666667,0.4378935510522228,0.6892351828390528,0.053578175597535374,0.05339298032021628,0.031364235160490375,0.03753681815784561,0.6836913747619994,0.7250663198910741,0.8418456873809996,0.862533159945537,0.9174041297935103,0.8724637681159421,0.8585034013605443,0.912751677852349,0.5,0.5,0.5,0.5,0.9166666666666666,0.8866666666666667
3,pablopalacios23/magic_gamma_1500_instances,6,background,background,0.7999333692200413,0.7806393816488576,0.9666666666666667,1.0,0.75,0.68,0.7333333333333333,0.7833333333333333,0.7733333333333333,0.7666666666666667,1,1,0.9166666666666666,1.0,0.8833333333333333,0.8833333333333333,0.8833333333333333,0.8833333333333333,1.0,0.9636363636363636,0.8833333333333333,0.9166666666666666,0.9217391304347826,0.8833333333333333,0.9583333333333334,0.7568133646522193,0.8625116104980315,0.06072544763929862,0.0600024619047142,0.05208668530076562,0.0896476521135642,0.4702410131408714,0.485190658069807,0.7351205065704357,0.7425953290349034,0.9642857142857143,0.8771929824561403,0.9875,0.8747203579418344,0.5,0.5,0.5,0.5,0.9166666666666666,0.8866666666666667
