round,dataset,client_id,bbox_pred_class_global,bbox_pred_class_local,silhouette_global,silhouette_local,acc_superTree_localTest,prec_superTree_localTest,rec_superTree_localTest,f1_superTree_localTest,acc_superTree_globalTest,prec_superTree_globalTest,rec_superTree_globalTest,f1_superTree_globalTest,acc_localTree_localTest,prec_localTree_localTest,rec_localTree_localTest,f1_localTree_localTest,acc_localTree_globalTest,prec_localTree_globalTest,rec_localTree_globalTest,f1_localTree_globalTest,acc_gb_localTest,fidelity_localtree_gb_localTest,acc_gb_globalTest,fidelity_localtree_gb_globalTest,fidelity_supertree_gb_globalTest,jaccard_cov_globalZ,covL_globalZ,covG_globalZ,covInter_globalZ,covUnion_globalZ,jaccard_cov_localZ,covL_localZ,covG_localZ,covInter_localZ,covUnion_localZ
3,pablopalacios23/Diabetes,4,Yes,No,0.13775530819150517,0.12398559476463775,0.7586206896551724,0.756896551724138,0.7586206896551724,0.72561155319776,0.7467532467532467,0.7491267353336318,0.7467532467532467,0.7226829395504095,0.7586206896551724,0.7522577996715928,0.7586206896551724,0.7544649483005986,0.7337662337662337,0.730669672988348,0.7337662337662337,0.7319301388266906,0.7586206896551724,0.8620689655172413,0.7467532467532467,0.8181818181818182,0.7792207792207793,0.5370370370370371,0.8583333333333333,0.525,0.48333333333333334,0.9,0.4369747899159664,0.45,0.975,0.43333333333333335,0.9916666666666667
3,pablopalacios23/Diabetes,4,Yes,No,0.25352035293338165,-0.16077347307497955,0.7586206896551724,0.756896551724138,0.7586206896551724,0.72561155319776,0.7467532467532467,0.7491267353336318,0.7467532467532467,0.7226829395504095,0.7586206896551724,0.7522577996715928,0.7586206896551724,0.7544649483005986,0.7337662337662337,0.730669672988348,0.7337662337662337,0.7319301388266906,0.7586206896551724,0.8620689655172413,0.7467532467532467,0.8181818181818182,0.7792207792207793,0.47413793103448276,0.9333333333333333,0.49166666666666664,0.4583333333333333,0.9666666666666667,0.4473684210526316,0.5,0.875,0.425,0.95
3,pablopalacios23/Diabetes,4,Yes,No,0.18277135018575333,0.12457920424202047,0.7586206896551724,0.756896551724138,0.7586206896551724,0.72561155319776,0.7467532467532467,0.7491267353336318,0.7467532467532467,0.7226829395504095,0.7586206896551724,0.7522577996715928,0.7586206896551724,0.7544649483005986,0.7337662337662337,0.730669672988348,0.7337662337662337,0.7319301388266906,0.7586206896551724,0.8620689655172413,0.7467532467532467,0.8181818181818182,0.7792207792207793,0.5398230088495575,0.925,0.525,0.5083333333333333,0.9416666666666667,0.48333333333333334,0.48333333333333334,1.0,0.48333333333333334,1.0
3,pablopalacios23/Diabetes,4,Yes,No,0.503241255034338,-0.3653648863792554,0.7586206896551724,0.756896551724138,0.7586206896551724,0.72561155319776,0.7467532467532467,0.7491267353336318,0.7467532467532467,0.7226829395504095,0.7586206896551724,0.7522577996715928,0.7586206896551724,0.7544649483005986,0.7337662337662337,0.730669672988348,0.7337662337662337,0.7319301388266906,0.7586206896551724,0.8620689655172413,0.7467532467532467,0.8181818181818182,0.7792207792207793,0.4583333333333333,0.9833333333333333,0.475,0.4583333333333333,1.0,0.4166666666666667,0.5,0.9166666666666666,0.4166666666666667,1.0
3,pablopalacios23/Diabetes,4,Yes,No,0.416048630549017,0.35365635697075143,0.7586206896551724,0.756896551724138,0.7586206896551724,0.72561155319776,0.7467532467532467,0.7491267353336318,0.7467532467532467,0.7226829395504095,0.7586206896551724,0.7522577996715928,0.7586206896551724,0.7544649483005986,0.7337662337662337,0.730669672988348,0.7337662337662337,0.7319301388266906,0.7586206896551724,0.8620689655172413,0.7467532467532467,0.8181818181818182,0.7792207792207793,0.7142857142857143,0.575,0.425,0.4166666666666667,0.5833333333333334,0.39090909090909093,0.4666666666666667,0.8083333333333333,0.35833333333333334,0.9166666666666666
3,pablopalacios23/Diabetes,4,Yes,No,0.07195094716405631,-0.1377082629087882,0.7586206896551724,0.756896551724138,0.7586206896551724,0.72561155319776,0.7467532467532467,0.7491267353336318,0.7467532467532467,0.7226829395504095,0.7586206896551724,0.7522577996715928,0.7586206896551724,0.7544649483005986,0.7337662337662337,0.730669672988348,0.7337662337662337,0.7319301388266906,0.7586206896551724,0.8620689655172413,0.7467532467532467,0.8181818181818182,0.7792207792207793,0.5086206896551724,0.95,0.5083333333333333,0.49166666666666664,0.9666666666666667,0.45689655172413796,0.45,0.9583333333333334,0.44166666666666665,0.9666666666666667
3,pablopalacios23/Diabetes,4,Yes,No,0.08124254493463401,0.2402341970025899,0.7586206896551724,0.756896551724138,0.7586206896551724,0.72561155319776,0.7467532467532467,0.7491267353336318,0.7467532467532467,0.7226829395504095,0.7586206896551724,0.7522577996715928,0.7586206896551724,0.7544649483005986,0.7337662337662337,0.730669672988348,0.7337662337662337,0.7319301388266906,0.7586206896551724,0.8620689655172413,0.7467532467532467,0.8181818181818182,0.7792207792207793,0.46601941747572817,0.7666666666666667,0.49166666666666664,0.4,0.8583333333333333,0.3181818181818182,0.38333333333333336,0.825,0.2916666666666667,0.9166666666666666
3,pablopalacios23/Diabetes,4,Yes,No,0.11411546351635597,0.10316482939253861,0.7586206896551724,0.756896551724138,0.7586206896551724,0.72561155319776,0.7467532467532467,0.7491267353336318,0.7467532467532467,0.7226829395504095,0.7586206896551724,0.7522577996715928,0.7586206896551724,0.7544649483005986,0.7337662337662337,0.730669672988348,0.7337662337662337,0.7319301388266906,0.7586206896551724,0.8620689655172413,0.7467532467532467,0.8181818181818182,0.7792207792207793,0.5254237288135594,0.95,0.55,0.5166666666666667,0.9833333333333333,0.48739495798319327,0.48333333333333334,0.9916666666666667,0.48333333333333334,0.9916666666666667
3,pablopalacios23/Diabetes,4,Yes,Yes,-0.08264780099319735,0.5442735921172592,0.7586206896551724,0.756896551724138,0.7586206896551724,0.72561155319776,0.7467532467532467,0.7491267353336318,0.7467532467532467,0.7226829395504095,0.7586206896551724,0.7522577996715928,0.7586206896551724,0.7544649483005986,0.7337662337662337,0.730669672988348,0.7337662337662337,0.7319301388266906,0.7586206896551724,0.8620689655172413,0.7467532467532467,0.8181818181818182,0.7792207792207793,0.7857142857142857,0.375,0.4583333333333333,0.36666666666666664,0.4666666666666667,0.4842105263157895,0.4,0.775,0.38333333333333336,0.7916666666666666
3,pablopalacios23/Diabetes,4,Yes,Yes,-0.2264022448656046,0.7250791619824698,0.7586206896551724,0.756896551724138,0.7586206896551724,0.72561155319776,0.7467532467532467,0.7491267353336318,0.7467532467532467,0.7226829395504095,0.7586206896551724,0.7522577996715928,0.7586206896551724,0.7544649483005986,0.7337662337662337,0.730669672988348,0.7337662337662337,0.7319301388266906,0.7586206896551724,0.8620689655172413,0.7467532467532467,0.8181818181818182,0.7792207792207793,0.5357142857142857,0.275,0.44166666666666665,0.25,0.4666666666666667,0.3584905660377358,0.31666666666666665,0.8833333333333333,0.31666666666666665,0.8833333333333333
3,pablopalacios23/Diabetes,4,Yes,No,-0.18250051263425152,-0.3273995167171335,0.7586206896551724,0.756896551724138,0.7586206896551724,0.72561155319776,0.7467532467532467,0.7491267353336318,0.7467532467532467,0.7226829395504095,0.7586206896551724,0.7522577996715928,0.7586206896551724,0.7544649483005986,0.7337662337662337,0.730669672988348,0.7337662337662337,0.7319301388266906,0.7586206896551724,0.8620689655172413,0.7467532467532467,0.8181818181818182,0.7792207792207793,0.375,0.8833333333333333,0.4,0.35,0.9333333333333333,0.43564356435643564,0.43333333333333335,0.775,0.36666666666666664,0.8416666666666667
3,pablopalacios23/Diabetes,4,Yes,No,-0.45873816537299367,0.22161277297400964,0.7586206896551724,0.756896551724138,0.7586206896551724,0.72561155319776,0.7467532467532467,0.7491267353336318,0.7467532467532467,0.7226829395504095,0.7586206896551724,0.7522577996715928,0.7586206896551724,0.7544649483005986,0.7337662337662337,0.730669672988348,0.7337662337662337,0.7319301388266906,0.7586206896551724,0.8620689655172413,0.7467532467532467,0.8181818181818182,0.7792207792207793,0.4672897196261682,0.8583333333333333,0.45,0.4166666666666667,0.8916666666666667,0.765625,0.49166666666666664,0.45,0.4083333333333333,0.5333333333333333
