sepal length (cm),sepal width (cm),petal length (cm),petal width (cm),class
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,2.8992296717997474,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,4.256560905041813,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.636754086236715,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,1.627758871325804,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,3.867147746143354,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,2.6900657658237126,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
5.69604247195997,3.624515492259531,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
7.534991671340881,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,1.7810268825066249,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,1.2850433846074585,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,3.0951114616306157,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.8391838692247218,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.565077331388608,2.508362509300535,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
4.5074471644478855,3.2000000058779334,2.814535956596094,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
5.542141196388923,2.559709130578861,5.699999976158251,0.6279890740921185,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.634399156990439,2.2450662219515136,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.900613153139883,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
7.650710250169766,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,1.544777854243062,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,2.6397456833970505,5.699999976158251,2.3108711285253953,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
6.899999975684419,3.2000000058779334,5.699999976158251,2.299999971164765,2
