round,dataset,client_id,bbox_pred_class_global,bbox_pred_class_local,silhouette_global,silhouette_local,acc_superTree_localTest,prec_superTree_localTest,rec_superTree_localTest,f1_superTree_localTest,acc_superTree_globalTest,prec_superTree_globalTest,rec_superTree_globalTest,f1_superTree_globalTest,acc_localTree_localTest,prec_localTree_localTest,rec_localTree_localTest,f1_localTree_localTest,acc_localTree_globalTest,prec_localTree_globalTest,rec_localTree_globalTest,f1_localTree_globalTest,jaccard_cov,cov_factual_local,cov_factual_global,cov_interseccion,cov_union
3,pablopalacios23/breastcancer,2,B,B,0.5848651742084959,0.7799967906503604,1.0,1.0,1.0,1.0,0.956140350877193,0.9568690958164642,0.956140350877193,0.9557756825927252,0.9473684210526315,0.9529085872576177,0.9473684210526315,0.9475146198830409,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.7192982456140351,0.35833333333333334,0.4583333333333333,0.3416666666666667,0.475
3,pablopalacios23/breastcancer,2,B,B,0.7408623391767812,0.8079264293127767,1.0,1.0,1.0,1.0,0.956140350877193,0.9568690958164642,0.956140350877193,0.9557756825927252,0.9473684210526315,0.9529085872576177,0.9473684210526315,0.9475146198830409,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.8301886792452831,0.4083333333333333,0.4,0.36666666666666664,0.44166666666666665
3,pablopalacios23/breastcancer,2,M,M,0.3798319924689177,0.40195835959074316,1.0,1.0,1.0,1.0,0.956140350877193,0.9568690958164642,0.956140350877193,0.9557756825927252,0.9473684210526315,0.9529085872576177,0.9473684210526315,0.9475146198830409,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.5042735042735043,0.975,0.49166666666666664,0.49166666666666664,0.975
3,pablopalacios23/breastcancer,2,M,M,0.05321016513880673,-0.6799441900232761,1.0,1.0,1.0,1.0,0.956140350877193,0.9568690958164642,0.956140350877193,0.9557756825927252,0.9473684210526315,0.9529085872576177,0.9473684210526315,0.9475146198830409,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.45,1.0,0.45,0.45,1.0
3,pablopalacios23/breastcancer,2,B,B,0.38631814004597403,0.8738894025070537,1.0,1.0,1.0,1.0,0.956140350877193,0.9568690958164642,0.956140350877193,0.9557756825927252,0.9473684210526315,0.9529085872576177,0.9473684210526315,0.9475146198830409,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.5862068965517241,0.3,0.4666666666666667,0.2833333333333333,0.48333333333333334
3,pablopalacios23/breastcancer,2,B,B,0.35507335277230995,0.7553903783595427,1.0,1.0,1.0,1.0,0.956140350877193,0.9568690958164642,0.956140350877193,0.9557756825927252,0.9473684210526315,0.9529085872576177,0.9473684210526315,0.9475146198830409,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.9473684210526315,nan,nan,nan,nan,nan
3,pablopalacios23/breastcancer,2,B,B,0.24454270699706238,0.5671663212138152,1.0,1.0,1.0,1.0,0.956140350877193,0.9568690958164642,0.956140350877193,0.9557756825927252,0.9473684210526315,0.9529085872576177,0.9473684210526315,0.9475146198830409,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.8846153846153846,0.4083333333333333,0.4083333333333333,0.38333333333333336,0.43333333333333335
3,pablopalacios23/breastcancer,2,M,M,0.291338901298763,0.007278311746453595,1.0,1.0,1.0,1.0,0.956140350877193,0.9568690958164642,0.956140350877193,0.9557756825927252,0.9473684210526315,0.9529085872576177,0.9473684210526315,0.9475146198830409,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.5042735042735043,0.9583333333333334,0.5083333333333333,0.49166666666666664,0.975
3,pablopalacios23/breastcancer,2,B,B,0.5186074856523026,0.7750753054871639,1.0,1.0,1.0,1.0,0.956140350877193,0.9568690958164642,0.956140350877193,0.9557756825927252,0.9473684210526315,0.9529085872576177,0.9473684210526315,0.9475146198830409,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.6470588235294118,0.3,0.4,0.275,0.425
3,pablopalacios23/breastcancer,2,B,B,0.11096971147074558,0.8286447787510383,1.0,1.0,1.0,1.0,0.956140350877193,0.9568690958164642,0.956140350877193,0.9557756825927252,0.9473684210526315,0.9529085872576177,0.9473684210526315,0.9475146198830409,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.7454545454545455,0.35,0.45,0.3416666666666667,0.4583333333333333
