round,dataset,client_id,bbox_pred_class_global,bbox_pred_class_local,silhouette_global_LORE,silhouette_local_LORE,tree_fidelity_lore_global,tree_fidelity_lore_local,acc_localTree_localTest,acc_localTree_globalTest,acc_nn_local_localTest,acc_nn_global_localTest,acc_nn_local_globalTest,acc_nn_global_globalTest,has_factual_local,has_factual_global,cov_ruleLocal_on_localZ_LORE,cov_ruleLocal_on_globalZ_LORE,cov_ruleGlobal_on_localZ_LORE,cov_ruleGlobal_on_globalZ_LORE,jaccard_cov_globalZ_LORE,covInter_globalZ_LORE,covUnion_globalZ_LORE,jaccard_cov_localZ_LORE,covInter_localZ_LORE,covUnion_localZ_LORE,jaccard_cov_combinedZ_LORE,covInter_combinedZ_LORE,covUnion_combinedZ_LORE,jaccard_lore_struct,sim_aditiva_lore,delta_lime_testlocal,delta_lime_testglobal,delta_shap_testlocal,delta_shap_testglobal,jaccard_anchor_struct_testlocal,jaccard_anchor_struct_testglobal,sim_aditiva_anchor_testlocal,sim_aditiva_anchor_testglobal,anchor_prec_testlocal_local,anchor_prec_testlocal_global,anchor_prec_testglobal_local,anchor_prec_testglobal_global,anchor_cov_testlocal_local,anchor_cov_testlocal_global,anchor_cov_testglobal_local,anchor_cov_testglobal_global,pred_agreement_localTest,pred_agreement_globalTest
3,pablopalacios23/magic_gamma_1500_instances,1,background,background,0.3320811831200795,0.4258879769647313,0.9583333333333334,0.9666666666666667,0.7543859649122807,0.74,0.7894736842105263,0.7543859649122807,0.7733333333333333,0.7733333333333333,1,1,0.43333333333333335,0.7916666666666666,0.4583333333333333,0.4666666666666667,0.5252525252525253,0.43333333333333335,0.825,0.8448275862068966,0.4083333333333333,0.48333333333333334,0.643312101910828,0.42083333333333334,0.6541666666666667,0.07620277086927321,0.2646449741193315,0.05151235805532015,0.0538525133915931,0.05858743334273085,0.07582241365473841,0.45167895496740956,0.36400703232556747,0.8172263183224698,0.5402067207361527,0.8623853211009175,0.8694550063371356,0.9844961240310077,0.8934624697336562,0.5087719298245614,0.49122807017543857,0.25,0.5,0.9649122807017544,0.8733333333333333
3,pablopalacios23/magic_gamma_1500_instances,1,signal,signal,0.922529001495778,0.9181879957429472,0.9666666666666667,0.9666666666666667,0.7543859649122807,0.74,0.7894736842105263,0.7543859649122807,0.7733333333333333,0.7733333333333333,1,1,0.325,0.325,0.775,0.3416666666666667,0.8181818181818182,0.3,0.36666666666666664,0.3894736842105263,0.30833333333333335,0.7916666666666666,0.5251798561151079,0.30416666666666664,0.5791666666666667,0.04839707773471339,0.37743235194096414,0.0800311135169417,0.09227899630196994,0.08043018749529092,0.0545624639929239,0.09393575883844964,0.3881155047705059,0.4798890022096877,0.7753492483426729,0.852317360565593,0.9140127388535032,0.8597560975609756,0.8535630383711824,0.5087719298245614,0.5087719298245614,0.5,0.5,0.9649122807017544,0.8733333333333333
3,pablopalacios23/magic_gamma_1500_instances,1,background,background,0.3138065326137247,0.3400245898391907,0.9583333333333334,0.95,0.7543859649122807,0.74,0.7894736842105263,0.7543859649122807,0.7733333333333333,0.7733333333333333,1,1,0.49166666666666664,0.49166666666666664,0.9,0.5416666666666666,0.9076923076923077,0.49166666666666664,0.5416666666666666,0.5462962962962963,0.49166666666666664,0.9,0.6820809248554913,0.49166666666666664,0.7208333333333333,0.6926621813805929,0.6926621813805929,0.07533093174684366,0.08445283461725892,0.0956278374376196,0.0951485464804812,1.0,0.5606111823131804,1.0,0.8313049196294501,0.9279661016949152,0.9051851851851852,0.9282296650717703,0.9445983379501385,0.49122807017543857,0.49122807017543857,0.5,0.5,0.9649122807017544,0.8733333333333333
3,pablopalacios23/magic_gamma_1500_instances,1,background,background,-0.13694887204225498,0.08858934119861687,0.95,0.9416666666666667,0.7543859649122807,0.74,0.7894736842105263,0.7543859649122807,0.7733333333333333,0.7733333333333333,1,1,0.4166666666666667,0.8166666666666667,0.8333333333333334,0.45,0.47572815533980584,0.4083333333333333,0.8583333333333333,0.4423076923076923,0.38333333333333336,0.8666666666666667,0.45893719806763283,0.3958333333333333,0.8625,0.32200533226987843,0.4967708081659201,0.04662629085469121,0.05511561757102956,0.06825554252024894,0.05903847036277169,0.24707482527950728,0.4410750096616487,0.7349513550607998,0.6612425647748679,0.8544668587896254,0.854419410745234,0.976,0.8708272859216255,0.49122807017543857,0.49122807017543857,0.25,0.5,0.9649122807017544,0.8733333333333333
3,pablopalacios23/magic_gamma_1500_instances,1,signal,signal,0.8151320825817443,0.8193623345336306,0.9666666666666667,0.9666666666666667,0.7543859649122807,0.74,0.7894736842105263,0.7543859649122807,0.7733333333333333,0.7733333333333333,1,1,0.275,0.275,0.2916666666666667,0.275,0.7368421052631579,0.23333333333333334,0.31666666666666665,0.7,0.23333333333333334,0.3333333333333333,0.717948717948718,0.23333333333333334,0.325,0.005164006309733916,0.4188390970779855,0.057729061383876436,0.07046275452476809,0.08235104625119596,0.0664556636053394,0.26441168216749955,0.8193183820218853,0.6389778949091983,0.9096591910109426,0.8985148514851485,0.9887218045112782,0.8794688457609806,0.9136276391554703,0.5087719298245614,0.7368421052631579,0.25,0.25,0.9649122807017544,0.8733333333333333
3,pablopalacios23/magic_gamma_1500_instances,1,background,background,0.49038609853136045,0.5206200946877487,1.0,0.95,0.7543859649122807,0.74,0.7894736842105263,0.7543859649122807,0.7733333333333333,0.7733333333333333,1,1,0.49166666666666664,0.49166666666666664,0.8666666666666667,0.48333333333333334,0.95,0.475,0.5,0.5377358490566038,0.475,0.8833333333333333,0.6867469879518072,0.475,0.6916666666666667,0.7833110306462561,0.8897462744945083,0.058314448144827946,0.07178904947107283,0.06697997301929615,0.06714236905423863,0.26701331549119406,0.6608899342571369,0.6057602294450503,0.8999285177658336,1.0,0.8625730994152047,0.8621700879765396,0.873015873015873,0.24561403508771928,0.49122807017543857,0.5,0.5,0.9649122807017544,0.8733333333333333
3,pablopalacios23/magic_gamma_1500_instances,1,signal,signal,0.7444726974633031,0.9088587614841491,0.9333333333333333,0.95,0.7543859649122807,0.74,0.7894736842105263,0.7543859649122807,0.7733333333333333,0.7733333333333333,1,1,0.3416666666666667,0.325,0.38333333333333336,0.375,0.8666666666666667,0.325,0.375,0.8913043478260869,0.3416666666666667,0.38333333333333336,0.8791208791208791,0.3333333333333333,0.37916666666666665,0.4928653542663685,0.8127032876353049,0.05834264219842965,0.0794213512006692,0.06130809989853157,0.060965430512637954,1.0,0.20233033026334285,1.0,0.5636009378628645,0.8547671840354767,0.9,0.8538812785388128,0.8507067137809188,0.5087719298245614,0.5087719298245614,0.5,0.5,0.9649122807017544,0.8733333333333333
3,pablopalacios23/magic_gamma_1500_instances,1,signal,signal,0.9208066325936641,0.8699934137228519,0.9916666666666667,0.9916666666666667,0.7543859649122807,0.74,0.7894736842105263,0.7543859649122807,0.7733333333333333,0.7733333333333333,1,1,0.35,0.35,0.375,0.35833333333333334,0.9767441860465116,0.35,0.35833333333333334,0.851063829787234,0.3333333333333333,0.39166666666666666,0.9111111111111111,0.3416666666666667,0.375,0.04991726326666353,0.4917458247936578,0.06683591468322911,0.06549152112105264,0.09438124442760633,0.08838411239861234,0.414199250050567,0.3691893325951046,0.7070996250252836,0.6845946662975523,0.8836734693877552,0.8838883888388839,0.8713204373423045,1.0,0.5087719298245614,0.5087719298245614,0.5,0.5,0.9649122807017544,0.8733333333333333
3,pablopalacios23/magic_gamma_1500_instances,1,background,background,0.10569387871014638,0.026821961177195888,0.975,0.9833333333333333,0.7543859649122807,0.74,0.7894736842105263,0.7543859649122807,0.7733333333333333,0.7733333333333333,1,1,0.5166666666666667,0.975,0.9083333333333333,0.49166666666666664,0.4666666666666667,0.4666666666666667,1.0,0.5545454545454546,0.5083333333333333,0.9166666666666666,0.508695652173913,0.4875,0.9583333333333334,0.661286088969358,0.8201187172757473,0.04959776249708484,0.057589882951755024,0.04662201286833521,0.043995911872169544,1.0,0.4410750096616487,1.0,0.6612425647748679,0.916267942583732,0.9024856596558317,1.0,0.8744326777609682,0.49122807017543857,0.49122807017543857,0.25,0.5,0.9649122807017544,0.8733333333333333
3,pablopalacios23/magic_gamma_1500_instances,1,background,background,0.21045277314253918,0.11243504515982479,0.9833333333333333,0.975,0.7543859649122807,0.74,0.7894736842105263,0.7543859649122807,0.7733333333333333,0.7733333333333333,1,1,0.45,0.4583333333333333,0.8416666666666667,0.475,0.9649122807017544,0.4583333333333333,0.475,0.5346534653465347,0.45,0.8416666666666667,0.689873417721519,0.45416666666666666,0.6583333333333333,0.8224804534134287,0.8224804534134287,0.058930118303862265,0.06004785025157679,0.039215949379396306,0.05174158611213917,0.33867266422674003,0.5385187669673516,0.5559006380886765,0.8135895162029868,1.0,0.853887399463807,0.8648648648648649,0.8648351648351649,0.24561403508771928,0.49122807017543857,0.5,0.5,0.9649122807017544,0.8733333333333333
